Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
UM-1963-08-16-06-13-Column-24-12,منتري تله فرنه برکات بهوا,ستري تله فرنه برکات بهرا,0.6941517473667138,منتري تله فرنه برکات بهوا,GT
0001_warmal_19380105_0001_58,مريک دبڠکيتکن دان اخر,مريك دڠکيتکن دان اخر ,0.7308771193569273,مريک دبڠکيتکن دان اخر,GT
UM-1963-08-23-07-33-Column-59-20,"سمنتارا ايت فيلم ""ملنجوڠ",سمنتارا ايت فلم 'ملاڠوڠ,0.6165745634372347,"سمنتارا ايت فيلم ""ملنجوڠ",GT
0006_warmal_19380420_0002_57,"ماسوق دان مڠهافوسکن ""کووتا""",мاسوق دان مڠهافوسکن «کروتا»,0.9231438577964931,мاسوق دان مڠهافوسکن «کروتا»,PRED
WM-1933-08-02-0004_23_Column-22-26,ان حکمت منجاديکن کواجيڤن,ان حکمت منجاديکن کواجيڤڽ,0.925458446110606,ان حکمت منجاديکن کواجيڤڽ,PRED
UM-1963-08-20-01-2-Column-47-29,جنرال جاتيکوسومو منݢسکن,جنزان حاتکوسو منکسکن,0.5801815038703687,جنرال جاتيکوسومو منݢسکن,GT
UM-1963-08-14-02-25-Column-1-37,منتري لوار نݢري رومبوڠن فنينجاو,منري لوار ندي رومبوڠن فنينجاو,0.7445009892653205,منتري لوار نݢري رومبوڠن فنينجاو,GT
0005_warmal_19380420_0001_38,کران بودي ايت تياد هيلڠ دمان٢ جوادتانم,کران بودي ايت تياد هيلڠ دمان٢ جوا دتانم,0.9504611379247211,کران بودي ايت تياد هيلڠ دمان٢ جوا دتانم,PRED
WM-1933-08-02-0002_7_Column-7-9,دان اوسها٢ڽ برڤنة لله دالم ممبرسيهکن,دان اوسها٢٠ شرڤنة لله دالم ممبرسيهکن ,0.7862852902605231,دان اوسها٢ڽ برڤنة لله دالم ممبرسيهکن,GT
UM-1963-08-14-03-32-Column-4-16,مپتاکن کفد اوتوسن بهوا دي,ساڽک فاونسڽدوا دي,0.4460353908070774,مپتاکن کفد اوتوسن بهوا دي,GT
0004_warmal_19380301_0002_30,سهاج دمان٢ فون دان سݢل رواڠن,ساج دمان٢ فون دان سݢل رواڠن,0.828846501821398,سهاج دمان٢ فون دان سݢل رواڠن,GT
0007_warmal_19380526_0001_111,باڽق واڠ دکهندقکيڽ کران بارڠ٢ ايت اي,باڽق واڠ دکهندقکيڽ کران بارڠ٢ ايت اي,0.9218933815095328,باڽق واڠ دکهندقکيڽ کران بارڠ٢ ايت اي,PRED
0010_warmal_19380527_0002_77,کباڽقکن بلوم اد حکاية بسر٢ سفرت,کباڤکن بلوم اد حکاية بسر٢ سفرت ,0.8885975412595327,کباڽقکن بلوم اد حکاية بسر٢ سفرت,GT
0002_warmal_19380105_0002_9,دباوه برکنأن دڠن حال بڠسا اسيڠ,دباوه برکنأن دڠن حال بڠسا اسيڠ,0.8986474667793993,دباوه برکنأن دڠن حال بڠسا اسيڠ,PRED
UM-1963-08-17-07-25-Column-39-5,مريک برتمبه بايک دان برتمبه,من برتعه بايك دان برتعه,0.6176281143144267,مريک برتمبه بايک دان برتمبه,GT
UM-1963-08-16-08-26-Column-28-22,کفد کرج اوتوما بيق ددالم سلة کلڠ اوتارا.,لکن در اوتونوپیک د دلم سلک کلم اونارل,0.555319425486522,کفد کرج اوتوما بيق ددالم سلة کلڠ اوتارا.,GT
UM-1963-08-26-09-9-Column-76-17,تيدق فهم کادأن يڠ سبنر.,تندفهصم کادان يڠ سبنر. ,0.6280428928157141,تيدق فهم کادأن يڠ سبنر.,GT
UM-1963-08-20-01-18-Column-50-2,اوکسة ــ فردان,اوکسجة - فertilan ,0.521525536092786,اوکسة ــ فردان,GT
0008_warmal_19380526_0002_73,سورتخبر٢ دان مجله٢ - تيف٢,سورتخبر٢ دان مجله٢ - تيف٢,0.9114578783145332,سورتخبر٢ دان مجله٢ - تيف٢,PRED
UM-1963-08-17-01-41-Column-34-6,"چينا ايت ........."".",".""""...",0.258336085506668,"چينا ايت ........."".",GT
0007_warmal_19380526_0001_61,سدرکن ديري برصڤت لمه,سدرکن ديري برصفت لمه,0.9064238770963997,سدرکن ديري برصفت لمه,PRED
0004_warmal_19380301_0002_99,کدفاتن ادفون سݢل کادأن يڠ,کدفاتن ادفون سݢل کادأن يڠ,0.9258952712151204,کدفاتن ادفون سݢل کادأن يڠ,PRED
0006_warmal_19380420_0002_62,دنيا اين مڠمبيل بهاݢين ددالم,دنيا اين مڠميل بهاݢين ددالم,0.8693393106203005,دنيا اين مڠمبيل بهاݢين ددالم,GT
UM-1963-08-17-05-23-Column-37-19,کدودقئن ملايا سنديري تيدق,کڽرودفنا ملايا سديري تسدڠ,0.5796725354544245,کدودقئن ملايا سنديري تيدق,GT
UM-1963-08-26-10-20-Column-78-2,لاݢي دماس اکن داتڠ.,لاݢي دلس اكن دانت,0.8045402246674227,لاݢي دماس اکن داتڠ.,GT
WM-1933-08-02-0007_37_Column-35-57,دهاسوة لاري اوله سئورڠ لاݢي.٢,دهاسوة لاري اوله سئورڠ لاکي٢.,0.9698079799927796,دهاسوة لاري اوله سئورڠ لاکي٢.,PRED
WM-1933-08-02-0004_23_Column-22-43,ومت اسلام اين مستي ترڤقسا منولڠ,وتت اسلام اين مستي ترڤقسا منولڠ,0.7951782086790354,ومت اسلام اين مستي ترڤقسا منولڠ,GT
UM-1963-08-26-08-35-Column-73-32,نوبمبر 1963 هڠݢ 31 هاريبولن اقتوبر 1964. بوتیر۲,1963огэк 31هاربولن اكتوبر 1964. بس تير2,0.6828646518511508,نوبمبر 1963 هڠݢ 31 هاريبولن اقتوبر 1964. بوتیر۲,GT
WM-1933-08-02-0008_44_Column-42-87,ماسڽ تنتو سهاج برسداره سداݢيڠ,ماسن تنتو سهاج برسداره سداݢيڠ,0.9132664547306236,ماسن تنتو سهاج برسداره سداݢيڠ,PRED
0005_warmal_19380420_0001_6,(سمبوڠن لمباݢ بيلاڠن 154),(سمبوڠن لمباݢ بيلاغن 154),0.9460827911808656,(سمبوڠن لمباݢ بيلاغن 154),PRED
UM-1963-08-26-07-17-Column-69-14,مڠوکور دري فرسيافن٢,مڠکور دري فرسان$^2$,0.7360411221167802,مڠوکور دري فرسيافن٢,GT
0009_warmal_19380527_0001_5,اوله انچيء زين العابدين بن احمد (زعبا),اوله انچيء زين العابدين بن احمد (زعب),0.8153891398451322,اوله انچيء زين العابدين بن احمد (زعبا),GT
UM-1963-08-16-02-13-Column-17-23,104 اورغ اهل۲ فارتي فمبڠکڠ,104  ورڠ اهل 2 فارتي نسکه ,0.535766968607576,104 اورغ اهل۲ فارتي فمبڠکڠ,GT
UM-1963-08-20-01-10-Column-46-18,اکن برلاکو دالم نݢري,لکن برلکرس التري,0.40905751568248777,اکن برلاکو دالم نݢري,GT
UM-1963-08-26-09-9-Column-76-5,تيدق براساس سامسکالي.,تيدق براساس سامكسيلي. ,0.7819095800007949,تيدق براساس سامسکالي.,GT
UM-1963-08-14-06-17-Column-10-30,ݢبنور ملاک تون حاج,کنفرنس ملاك تون حاج,0.620510703422106,ݢبنور ملاک تون حاج,GT
WM-1933-08-02-0006_31_Column-30-84,کريتا اڤي هنتو دان کودا ڤوسيڠ.,کريتا اڤي هنتو دان کودا فوسيڠ. ,0.8885990667296804,کريتا اڤي هنتو دان کودا ڤوسيڠ.,GT
WM-1933-08-02-0006_35_Column-34-20,.4 هڠݢ 8 اوݢست اين.,4 هڠݢ 8 اوݢست اين. ,0.9355830992755652,4 هڠݢ 8 اوݢست اين. ,PRED
WM-1933-08-02-0002_6_Column-6-15,بهاݢين نصيحة ڤڠاجران دان ڤرايڠاتن,بها کين نصيحة ڤڠاجران دان ڤراڠاتن,0.7452388396343529,بهاݢين نصيحة ڤڠاجران دان ڤرايڠاتن,GT
WM-1933-08-02-0005_28_Column-27-48,دان منومڤهکن داره يڠ منجاديکن,دان منومڤهکن داره يڠ منجاديکن,0.9624731298638901,دان منومڤهکن داره يڠ منجاديکن,PRED
0010_warmal_19380527_0002_130,ساکية بواه فيڠݢڠ، تهضم دان سباݢيڽ.,ساکية بواهفڠݢڠ، تأهضم دان سباݢين. ,0.9079922125791186,ساکية بواهفڠݢڠ، تأهضم دان سباݢين. ,PRED
0006_warmal_19380420_0002_58,(سکاتن قدر) دانجوکفرکاولن يڠ,(سکاتن قدر) دانجوݢ فرکاولن يڠ,0.9401348744749708,(سکاتن قدر) دانجوݢ فرکاولن يڠ,PRED
UM-1963-08-14-03-32-Column-4-23,مراس کسل ترهادف سيکف,مارس کسل برهاف سيکت,0.6572037588106061,مراس کسل ترهادف سيکف,GT
UM-1963-08-26-08-24-Column-72-23,9.55 لاݢو٢ هيبوران، 10.00,9:55 AGO هيران ,0.38041589807948306,9.55 لاݢو٢ هيبوران، 10.00,GT
WM-1933-08-02-0002_7_Column-7-19,تياد مماليڠکن دي درفد اوسها دان,تياد مماليڠکن دي درفد اوسها دان,0.932027930172878,تياد مماليڠکن دي درفد اوسها دان,PRED
WM-1933-08-02-0003_20_Column-19-94,"ددالم ""زارينا""","ددالم ""زارينا"" ",0.915091340802707,"ددالم ""زارينا"" ",PRED
0002_warmal_19380105_0002_134,فنوليس تله دافة مڠتهوي فد ماس,فنوليس تله دافة مڠتهوي فد باس,0.9102092496059483,فنوليس تله دافة مڠتهوي فد باس,PRED
0010_warmal_19380527_0002_17,فأکادوق، لبي مالڠ، سي لونچي،,فأكادوق، لبي مانڠ، سي لونجي، ,0.881372838990488,فأکادوق، لبي مالڠ، سي لونچي،,GT
UM-1963-08-26-06-19-Column-67-13,ايت دسيني ميڠݢو لالو.,دسين مڠکر لاو. ,0.6320148873940319,ايت دسيني ميڠݢو لالو.,GT
0001_warmal_19380105_0001_157,فواق قادياني دسيڠاڤورا تله,فواق قاهاني دسيڠانورا تله,0.7875899185054077,فواق قادياني دسيڠاڤورا تله,GT
UM-1963-08-17-09-27-Column-47-26,مربوة فريسي منتري٢ بسر فرسکتوان تانهملايو انتارا فاسوقکن,مروره فريسي منترى ٢ بسر فرسکوان تالهملايو انتارا فاسوفکن,0.757862014471694,مربوة فريسي منتري٢ بسر فرسکتوان تانهملايو انتارا فاسوقکن,GT
UM-1963-08-14-08-1-Column-13-12,بريتيش دکسالي,بريتيش دکسالي,0.7537425918552915,بريتيش دکسالي,PRED
0009_warmal_19380527_0001_23,ددالمڽ بوله تاهن تتافي اياله ݢمبارن,ددالمڽ بوله تاهن تتافي اياله ݢمبارن,0.9243633425277404,ددالمڽ بوله تاهن تتافي اياله ݢمبارن,PRED
UM-1963-08-14-06-5-Column-9-4,فيندأن ايت دڠن برکات,ايت دن بركات,0.7451602422633066,فيندأن ايت دڠن برکات,GT
UM-1963-08-16-03-45-Column-22-5,ڬورو سکوله ملايو درفد,کوردوس سوله ملاير درنب,0.5946759328823277,ڬورو سکوله ملايو درفد,GT
UM-1963-08-23-03-18-Column-51-1,ملايو دان منجادي جوارا, ملايو، دان منجادي جوارا ,0.718575710844392,ملايو دان منجادي جوارا,GT
WM-1933-08-02-0005_28_Column-27-25,کيت دسين ساي ڤوڽ دان ايت توان,كيت ''دسين ساي ڤون دان ايت توان,0.8230057964229007,کيت دسين ساي ڤوڽ دان ايت توان,GT
WM-1933-08-02-0004_23_Column-22-70,د شرع تربيار دهداڤن کلوڤوء مات,فد شرع تربيار دهدافن کلوڤوء مات,0.8716074666407745,د شرع تربيار دهداڤن کلوڤوء مات,GT
0009_warmal_19380527_0001_67,دافة کفوتسن. جوک سروان٢ کفد,دافة کفوتسن. جولك سروان٢ کفد,0.915538446750087,دافة کفوتسن. جولك سروان٢ کفد,PRED
WM-1933-08-02-0008_45_Column-43-65,الازد، الاشعريون انمار دان حمير دان يڠ,الايزد، الاحمريون انماردان حميردان يڠ,0.6286581046164006,الازد، الاشعريون انمار دان حمير دان يڠ,GT
WM-1933-08-02-0005_29_Column-28-65,بݢيمان ڤون دڤربوات تأداڤتياد ککل,کيماڽ دقربوات تأديتياد کک,0.6711912149675391,بݢيمان ڤون دڤربوات تأداڤتياد ککل,GT
0006_warmal_19380420_0002_21,ايت يأيت تنتڠ کواس کبڠسأن,ايت يأيت تنتڠ کواس کبڠسأن ,0.8773736302945394,ايت يأيت تنتڠ کواس کبڠسأن,GT
UM-1963-08-17-05-14-Column-36-1,مڽمبوڠ اوچافنڽ هاري اين،,米尔索格瓦吉夫恩巴里， ,0.3235691791587318,مڽمبوڠ اوچافنڽ هاري اين،,GT
WM-1933-08-02-0002_7_Column-7-70,ادله الله يرحم بروصة هاڽ,ادله الله يرحم بروصة هان,0.7695347000322893,ادله الله يرحم بروصة هاڽ,GT
0006_warmal_19380420_0002_17,منولڠ مڽلسيکن ککوستن اين⹁,منولڠ ملسيکن ککوستن اين، ,0.9105145391463708,منولڠ ملسيکن ککوستن اين، ,PRED
0009_warmal_19380527_0001_89,ملايو تله ادفول ممفوڽأي مجله٢ برݢمبر،,ملايو تله ادفول ممفوأي مجله٢ برݢمبر، ,0.9120986557856876,ملايو تله ادفول ممفوأي مجله٢ برݢمبر، ,PRED
0001_warmal_19380105_0001_143,قيامة هڠݢ کلوار تيݢ ڤوله دجال,قيامة هڠݢک کلوار تيݢ فوله دجال,0.8669015157137243,قيامة هڠݢ کلوار تيݢ ڤوله دجال,GT
UM-1963-08-17-07-9-Column-44-4,(اوله: زهاري اواڠ),(اوله: زهاري اواڠ),0.925634591623364,(اوله: زهاري اواڠ),PRED
0008_warmal_19380526_0002_111,بربوتکن تونڠ - جن کسقتين -,بروتکن تونڠ - جن کڤتين - ,0.8584577010546105,بربوتکن تونڠ - جن کسقتين -,GT
UM-1963-08-26-06-19-Column-67-9,مشتوارة اݢوڠ تاهونن فرساتوان,الشرطة التركية تأهمن فرنسا,0.586659928371588,مشتوارة اݢوڠ تاهونن فرساتوان,GT
WM-1933-08-02-0002_7_Column-7-45,دان ادبڽ ايله انق٢ڽ ايت الاستاذ,دان ادبيل ايله انق٢٢ ايت الاستاذ,0.7956924860814781,دان ادبڽ ايله انق٢ڽ ايت الاستاذ,GT
UM-1963-08-14-03-23-Column-3-61,مپمبوة فيستا کبودايأن اسيا,همجوة فساکوبولان اسسا,0.4900279504591129,مپمبوة فيستا کبودايأن اسيا,GT
WM-1933-08-02-0007_38_Column-36-84,باليک کنݢري ماسيڠ٢. (ب),(ب) باليك کنݢري ماسيڠ٢ ,0.8575469428377638,باليک کنݢري ماسيڠ٢. (ب),GT
WM-1933-08-02-0003_10_Column-10-93,ماتي.,ماتي. ,0.8014772766459464,ماتي.,GT
0005_warmal_19380420_0001_27,مأنسي ايت مسکيڤون بݢيمان بسر ڤڠکتڽ,مأنسي ايت مسکيڤون بݢيمان بسر ڤڠکتڽ,0.8935566598130662,مأنسي ايت مسکيڤون بݢيمان بسر ڤڠکتڽ,PRED
WM-1933-08-02-0004_23_Column-22-80,سمنجق تاهون ١٣٥٠ سڤاي ڤرجلانن,سنچق تاهون ١٤٥ سڤاي فرجلانن,0.7389081923459556,سمنجق تاهون ١٣٥٠ سڤاي ڤرجلانن,GT
0005_warmal_19380420_0001_69,سوات فکرجأن درڤد ممبوات سسوات,سوات فکرجأن درڤد ممبوات سسوات,0.9077879873771272,سوات فکرجأن درڤد ممبوات سسوات,PRED
UM-1963-08-17-10-12-Column-48-9,اوندڠ٢ توبه فاس.,2 غن فاس. ,0.32068113740804927,اوندڠ٢ توبه فاس.,GT
UM-1963-08-23-06-30-Column-56-39,اوله فرکمفولن مرحبان مدرسه,وله فرکمون مرجان مدرسه,0.6185387378666617,اوله فرکمفولن مرحبان مدرسه,GT
UM-1963-08-23-09-20-Column-57-29,ملينتڠ باݢي مربوتکن فيالا,مڠليڠ باݢي مربونك فيلا,0.6265764153020086,ملينتڠ باݢي مربوتکن فيالا,GT
WM-1933-08-02-0003_20_Column-19-70,تياد ڤرنه حکمة دان,تياد فرنه حکمة دان ,0.8930431291449819,تياد ڤرنه حکمة دان,GT
0001_warmal_19380105_0001_50,اکوله ممبري شفاعة ايت هڠݢ الله,اکوله ممبري شفاعة ايت هڠݢ الله,0.870712846934074,اکوله ممبري شفاعة ايت هڠݢ الله,PRED
WM-1933-08-02-0004_23_Column-22-85,شرح دان ددالم تاهون ١٣٥١ بولهله,شرح دان ددالم تاهون 1351 بولله,0.8793176182865955,شرح دان ددالم تاهون ١٣٥١ بولهله,GT
0009_warmal_19380527_0001_11,بتول، اورڠ٢ عرب چارا مودن,بتول، اورڠ٢ عرب چارا مودن,0.9494937150530146,بتول، اورڠ٢ عرب چارا مودن,PRED
UM-1963-08-16-05-24-Column-23-16,فصل 50 (3) فرلمبݢأن ايت,فصل 50) (3) فرلچکان ايت,0.6687149901643481,فصل 50 (3) فرلمبݢأن ايت,GT
0004_warmal_19380301_0002_74,برمبوة هيتم دان موکاڽ برکدوة٢,ترمبة هيلم دان موكان بركدو؟,0.6804219414050167,برمبوة هيتم دان موکاڽ برکدوة٢,GT
WM-1933-08-02-0008_45_Column-43-40,دان مڠاساکن توهن.,دان مڠاکن توهن. ,0.8145736031312265,دان مڠاساکن توهن.,GT
0001_warmal_19380105_0001_152,فول. دان اي تله کلوارکن فول,فول، دان اي تله کلوارکن فول,0.9370735252660701,فول، دان اي تله کلوارکن فول,PRED
WM-1933-08-02-0006_31_Column-30-74,دباڠونکن ددالم کاوسن نيو ورلد,دباڠونکن ڤدالم کاونن نيو ورلد,0.7720932718175744,دباڠونکن ددالم کاوسن نيو ورلد,GT
WM-1933-08-02-0007_39_Column-37-4,ددالم بيليق مشوارت کراجأن,ددالم بيليق مشوارت كراجأن,0.850694886686145,ددالم بيليق مشوارت کراجأن,GT
UM-1963-08-17-02-14-Column-32-7,مڠادو فد ءوثان ة,مڠادو ڤد -و نانة,0.8476267060894849,مڠادو فد ءوثان ة,GT
UM-1963-08-17-01-19-Column-32-21,دي تله مپڠکل تودهن ايت,دي تله مڠکل تودهن انت,0.7729436241585893,دي تله مپڠکل تودهن ايت,GT
0004_warmal_19380301_0002_62,فرمفوان٢ يڠ هوده سکالي دان,برمفوان٢ يڠ هوده سکالي دان,0.826549321756162,فرمفوان٢ يڠ هوده سکالي دان,GT
WM-1933-08-02-0005_29_Column-28-95,ڤلاجران دان اکن دلمبݢاکن,فلajarان دان اکن دلمبݢاکن,0.7958605861646152,ڤلاجران دان اکن دلمبݢاکن,GT
0004_warmal_19380301_0002_8,چوکف لام.,چرکف لام. ,0.8714545608123281,چوکف لام.,GT
UM-1963-08-16-01-16-Column-16-13,کولا لومفور 15 اوݢسة,کولا مگور 15 او سئر,0.6284411056995832,کولا لومفور 15 اوݢسة,GT
0006_warmal_19380420_0002_3,موک 6,موت 6,0.9054041719891032,موت 6,PRED
UM-1963-08-14-03-6-Column-3-16,سيڠافورا 13 اوݢسة ــ,سيفورا 13 اوكس,0.7686434589527248,سيڠافورا 13 اوݢسة ــ,GT
0004_warmal_19380301_0002_28,اکو. تياد لاين يڠ دسيارکن,اکو تياد يڠ دميرکن,0.7960969417961312,اکو. تياد لاين يڠ دسيارکن,GT
0007_warmal_19380526_0001_97,(سبوڠن درفد موک سبله),(سبوڠن درفد موك سبله),0.9409683401537678,(سبوڠن درفد موك سبله),PRED
WM-1933-08-02-0007_42_Column-40-59,ممبناسکن بلالڠ٢ ايت. دمکينله,ممبناݢکن بلالڠ٢ ايت٤ دمکينله,0.7834509308850113,ممبناسکن بلالڠ٢ ايت. دمکينله,GT
WM-1933-08-02-0006_35_Column-34-76,يڠخاص دڤيليه تله دتنتوکن کران,يڠخاص دڤيليه تله دنتوکن کران,0.9481212428234442,يڠخاص دڤيليه تله دنتوکن کران,PRED
0004_warmal_19380301_0002_87,يڠ هوده سکالي کمدين فروسيک,يڠ هوده سکالي کمدين فروسيك,0.9159292366166237,يڠ هوده سکالي کمدين فروسيك,PRED
0008_warmal_19380526_0002_99,جراݢن بوديمان، باين بوديمان دان,جراڠن بوديمان، باين بوديمان دان,0.9288680308544364,جراڠن بوديمان، باين بوديمان دان,PRED
0002_warmal_19380105_0002_15,رأيه دائس سرب سربي بارڠ٢,رأيه دانس سرب سربي بارڠ٢,0.9243364176065914,رأيه دانس سرب سربي بارڠ٢,PRED
UM-1963-08-23-03-5-Column-52-30,سمبوتن ايت.,مڠوتا ايت,0.5470270493881869,سمبوتن ايت.,GT
0005_warmal_19380420_0001_40,(124) کات ڤڤاته (ڤربواة کڤد اورڠ لاين,(124) کات ڤڤاته (ڤربواة کڤد اورڠلاين,0.8688016019655206,(124) کات ڤڤاته (ڤربواة کڤد اورڠ لاين,GT
UM-1963-08-17-01-32-Column-33-3,جاکرتا 16 اوݢسة -ا,جاکننا16 اورکساتا -,0.5055367726838433,جاکرتا 16 اوݢسة -ا,GT
UM-1963-08-16-05-24-Column-23-9,فرلمبݢأن ايت.,وللکمان ايت.,0.6954553804763439,فرلمبݢأن ايت.,GT
WM-1933-08-02-0008_44_Column-42-43,عرب سلالو برجمڤا دڠن اورڠ٢ مسيحي,عرب سلالوبرجمفادڠن اورڠ٢ مسيعي,0.8364519350627508,عرب سلالو برجمڤا دڠن اورڠ٢ مسيحي,GT
UM-1963-08-24-08-28-Column-64-6,فاکي: 6 نݢاراکو، 6.02,0.02 6 نتکارکي,0.5646239313501321,فاکي: 6 نݢاراکو، 6.02,GT
WM-1933-08-02-0003_12_Column-12-90,برنام هاچوڠ لبه کورڠ 8 باتو دري,برنام هاجوڠ لبه کورڠ 8 باتو دري ,0.9459767822503535,برنام هاجوڠ لبه کورڠ 8 باتو دري ,PRED
0008_warmal_19380526_0002_103,لڠسوڠ ماس کفل توان رافلس,لڠسڠ ماس کفل توان رافلس,0.8261131761888879,لڠسوڠ ماس کفل توان رافلس,GT
UM-1963-08-14-03-19-Column-2-1,فکرج٢ چيتق,فکرج ٢٢س,0.6946061538269294,فکرج٢ چيتق,GT
0001_warmal_19380105_0001_141,ساتو حديث درفد نبي صلى الله عليه,ساتو حديث درفد نبي صلى الله عليه ,0.9288765088406709,ساتو حديث درفد نبي صلى الله عليه ,PRED
0008_warmal_19380526_0002_40,جک هندق تاهوکن کادأن، عادة,جك هندق تاهوکن کادأن، عادة,0.9916215878485573,جك هندق تاهوکن کادأن، عادة,PRED
0009_warmal_19380527_0001_109,فواسهاتي. کساکيتن توان فون اکن هيلڠ دڠن,فواسهاني. کساکيتن توان فون اکن هيلڠ دڠن,0.9306054035397503,فواسهاني. کساکيتن توان فون اکن هيلڠ دڠن,PRED
UM-1963-08-26-08-9-Column-75-1,1. ايجوق,. ايبح منڽ,0.41954679645771276,1. ايجوق,GT
UM-1963-08-23-06-30-Column-56-18,مڠمبيل بهاݢين يڠ دانجورکن,مصعب بن باكين لڠ دالجورن,0.7242286488318666,مڠمبيل بهاݢين يڠ دانجورکن,GT
UM-1963-08-24-09-7-Column-69-12,15 اورڠ,اورڠ 15,0.9107100463711549,اورڠ 15,PRED
UM-1963-08-17-07-25-Column-39-1,دري سينيله مولاڽ کادأن,ريزي ستنلس مولان کadan,0.6285874849219775,دري سينيله مولاڽ کادأن,GT
WM-1933-08-02-0004_25_Column-24-81,فطره ميمڠ تله دبنتڠکن اوله اݢام.,نظره ميمڠ تله دبنتڠکن اوله اݢام. ,0.8784716543904569,فطره ميمڠ تله دبنتڠکن اوله اݢام.,GT
UM-1963-08-17-07-25-Column-39-19,لافڠن فرسوليقءن,لافڠ فرسولڠ,0.870985827388337,لافڠن فرسوليقءن,GT
WM-1933-08-02-0007_39_Column-37-16,اکوان کحرماتن کفد أ، عبد الجليل,اکوان کحرمانن کفد أ. عبدالجليل,0.7658944556505216,اکوان کحرماتن کفد أ، عبد الجليل,GT
WM-1933-08-02-0002_8_Column-8-85,يڠ برچنتا اکن کماتينڽ ايت صبر دان,ڠ برچتا اکن کمانينڽ ايت صبر دان,0.9008134514131377,يڠ برچنتا اکن کماتينڽ ايت صبر دان,GT
WM-1933-08-02-0008_44_Column-42-58,نصراني نجران کدالم اݢام بهالا.,نصراني نجران کدالم اکام برهالا. ,0.807371882676342,نصراني نجران کدالم اݢام بهالا.,GT
UM-1963-08-14-03-32-Column-4-10,( نمار تاماو دسيرکن ),تيتان مايو دسيتڠن),0.5961209804755775,( نمار تاماو دسيرکن ),GT
WM-1933-08-02-0006_32_Column-31-31,سڤاي مڠورڠکن برت بدن ساي يڠ,سڤاي مڠورڠن برت بدن ساي يڠ,0.8983965654323752,سڤاي مڠورڠکن برت بدن ساي يڠ,GT
0007_warmal_19380526_0001_83,ميمڠ مأنسي امڤوڽ حيله,ميمڠ مأنسي امڤوڽ حيله,0.9238732855788852,ميمڠ مأنسي امڤوڽ حيله,PRED
WM-1933-08-02-0008_43_Column-41-12,مڠهابيسکن اوڤاي سڤاي بڠساڽ ايت,مڠهابيسکن اوفاي سڤاي بڠسايت,0.8805297509520954,مڠهابيسکن اوڤاي سڤاي بڠساڽ ايت,GT
UM-1963-08-17-05-26-Column-38-27,ايت ستله داتڠ کديوان.,لبت سنته داتك کديون.,0.5248831795506044,ايت ستله داتڠ کديوان.,GT
WM-1933-08-02-0002_7_Column-7-14,نفسو برفوله٢ ريبو مريد٢ڽ ايت,نفسو برفوله٢ ريبو مرید٢ ايت,0.8937121092685137,نفسو برفوله٢ ريبو مريد٢ڽ ايت,GT
UM-1963-08-14-09-9-Column-15-0,يڠ سبنرڽ تتافي سهڠݢ اين, سبرتن تافي سهڠ اين ,0.5937179817169094,يڠ سبنرڽ تتافي سهڠݢ اين,GT
UM-1963-08-14-01-34-Column-0-1,جاکرتا 13 اوݢسة -,جاکورنا 13 اوکس 7,0.6562665215445224,جاکرتا 13 اوݢسة -,GT
0009_warmal_19380527_0001_39,توان المربوي سفرت بحرالماذي،,تواز المربوي سفرت بحرالماذي، ,0.8652320582390834,توان المربوي سفرت بحرالماذي،,GT
WM-1933-08-02-0006_30_Column-29-54,اڤي سرت برکرسي ميجا دمان بوله,اڤي سرت برکرسي ميجا دمان بوله,0.9069304469833039,اڤي سرت برکرسي ميجا دمان بوله,PRED
WM-1933-08-02-0004_23_Column-22-75,دولي يڠمها مليا سلطان سلاڠور,دولي يڠمهامليا سلطان سلاڠور,0.8371021126669258,دولي يڠمها مليا سلطان سلاڠور,GT
WM-1933-08-02-0007_40_Column-38-46,يڠبرکبون کچيل دان کتوا کمڤوڠ,يڠبرکبون کچل دان کتوا کمفوڠ,0.8622249200709659,يڠبرکبون کچيل دان کتوا کمڤوڠ,GT
WM-1933-08-02-0008_45_Column-43-92,نبي لايرخص في الحرام,نبي لايرخص فى الحرام,0.8508143130915955,نبي لايرخص في الحرام,GT
0005_warmal_19380420_0001_11,جودي. اله هندق بالس. منڠ هندق لاݢي),جودي. الهندق بالس. منڠ هندق لاݢي),0.9428113895357818,جودي. الهندق بالس. منڠ هندق لاݢي),PRED
WM-1933-08-02-0006_32_Column-31-35,برتيمبڠ سباڽق 222 ڤاون. ساي تله,برتيمڠ سبايق 22 ثاون. ساي تله ,0.8718676416638177,برتيمبڠ سباڽق 222 ڤاون. ساي تله,GT
WM-1933-08-02-0001_3_Column-3-97,درڤد مخلوق يڠلاين سڤرت دوستا٢,درفد . خلوق يڠلاين سڤرت دوست٢,0.8670580629497735,درڤد مخلوق يڠلاين سڤرت دوستا٢,GT
0007_warmal_19380526_0001_4,بهيا منيفو,بهيا منيفو,0.8996321961082853,بهيا منيفو,PRED
WM-1933-08-02-0005_29_Column-28-85,اسلام يڠ برباݢي٢ دان اکن,اسلام يڠ برباݢي٢ دان اکن,0.8934345493220212,اسلام يڠ برباݢي٢ دان اکن,PRED
UM-1963-08-14-01-34-Column-0-6,کمنترين لوار نݢري اندونيسيا,کسرين لو تکري الدوسيا,0.6020289987451446,کمنترين لوار نݢري اندونيسيا,GT
