Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
UM-1963-08-16-03-15-Column-19-14,جليتاون,جليتاون,0.8716415225265441,جليتاون,PRED
0004_warmal_19380301_0002_1,3 ذى القعده 1356,3 ذى القعده 1356,0.9084646453150758,3 ذى القعده 1356,PRED
0008_warmal_19380526_0002_61,کارڠن لام بتول تأاد - سوراتن فد,کارڠن لام بتول تأاد- سورانن فد,0.848080706260754,کارڠن لام بتول تأاد- سورانن فد,PRED
UM-1963-08-14-01-42-Column-0-26,مڽتاکن کفد اوتوسن ملايو,متاکن کفده اولويسن ملايو,0.5520801829391824,متاکن کفده اولويسن ملايو,PRED
WM-1933-08-02-0003_21_Column-20-27,ساتو چريتا ددالم کڤل اڤي سلم,ساتو چريتا ددالم کڤل اڤي سلمم,0.8890659811104564,ساتو چريتا ددالم کڤل اڤي سلمم,PRED
WM-1933-08-02-0004_25_Column-24-1,ياس.,نياس.,0.7559862036327868,نياس.,PRED
UM-1963-08-17-05-26-Column-38-2,هندق منونجول٢,منولول 2,0.4425353903851242,منولول 2,PRED
WM-1933-08-02-0001_3_Column-3-93,ايت برتمڤت دسيسيڽ دان تيدق اد,ايت برتقفت دسيسيڽ دان تيدق اد,0.7551665961649618,ايت برتقفت دسيسيڽ دان تيدق اد,PRED
WM-1933-08-02-0003_14_Column-14-75,سيد سين تله مميکرکن مستحق,سيد سين تله ميݢرکن مستحق,0.8673350883591107,سيد سين تله ميݢرکن مستحق,PRED
0002_warmal_19380105_0002_26,باݢي مڽوکاکن کفد فندودق٢,باݢي مبوکاکن کفد فندوق٢,0.874726312859203,باݢي مبوکاکن کفد فندوق٢,PRED
0007_warmal_19380526_0001_98,بارڠ٢ ايت کڤد حاج بصير دڠن برکات,بارڠ٢ ايت کڤد حاج بصير دڠن برکات,0.929557979115696,بارڠ٢ ايت کڤد حاج بصير دڠن برکات,PRED
0006_warmal_19380420_0002_45,اوستين سفوله کيمبريج، اسکوة دوا بلس دان,إوستين سفوله کمبريج، اسکوة دوا بلس دان,0.8968164885900725,إوستين سفوله کمبريج، اسکوة دوا بلس دان,PRED
0005_warmal_19380420_0001_105,دڤراولهي تيکيت کڤل يڠ هندق بلاير,دڤراولهي تيكيت کڤل يڠ هندق بلاير,0.9593440442327572,دڤراولهي تيكيت کڤل يڠ هندق بلاير,PRED
0007_warmal_19380526_0001_95,سقدر تندا اخلاص يڠڽات,سقدر تندا اخلاص يڠڽات,0.7677744800675128,سقدر تندا اخلاص يڠڽات,PRED
UM-1963-08-24-07-24-Column-59-36,ستيأوسها کدوا هاري وانيتا،,مناسها کدم يا ساري وينا. ,0.4541768506489945,مناسها کدم يا ساري وينا. ,PRED
UM-1963-08-17-05-32-Column-38-53,تله دباوا کديوان ايت سچاراتر ݢسا٢,تله دباوا کديوان ايت سچاراترکنݢ٢,0.8110434054355108,تله دباوا کديوان ايت سچاراترکنݢ٢,PRED
WM-1933-08-02-0004_23_Column-22-8,بالس دڠن ڤهلا. کداڤتن ڤول,بالس دڠن فهلا کدافتن فول ,0.7983233485090664,بالس دڠن فهلا کدافتن فول ,PRED
0005_warmal_19380420_0001_63,کودا دان منيمبق سسر لاڤڠکن هاتي کامو,کودا دان منيمبق سسر لافڠکن هاتي کامو,0.8804956047811114,کودا دان منيمبق سسر لافڠکن هاتي کامو,PRED
UM-1963-08-17-01-41-Column-34-54,ا. ارشد فد کتيک ايت سدڠ, الهند فند کتک ايت سدڠ ,0.5746304783194696, الهند فند کتک ايت سدڠ ,PRED
UM-1963-08-24-08-34-Column-66-25,کاواسن باتو فهة دالم، تله,"کاوانس بانو فهوة دالم, تله",0.6612926768395205,"کاوانس بانو فهوة دالم, تله",PRED
WM-1933-08-02-0007_38_Column-36-25,دان افغانستان ايت تله برونديڠ دان,دان افغانستان ايت تله برونديڠ دان,0.8651303937866288,دان افغانستان ايت تله برونديڠ دان,PRED
0008_warmal_19380526_0002_72,کفد تيݢ بهاݢي - لام بهارو -,کفد تيݢ بهاݢي - لام بهارو -,0.908421250681765,کفد تيݢ بهاݢي - لام بهارو -,PRED
0008_warmal_19380526_0002_5,اوله انچيء زين العابدين بن احمد (زعبا),اوله انچيء زين العابدين بن احمد (زعبا),0.9476092989178198,اوله انچيء زين العابدين بن احمد (زعبا),PRED
0005_warmal_19380420_0001_51,هولورکن تاڠن مو باݢي اورڠ يڠ ضعيف.,هولورکن تاڠن موباݢي اورڠيڠ ضعيف. ,0.9265577835717034,هولورکن تاڠن موباݢي اورڠيڠ ضعيف. ,PRED
0005_warmal_19380420_0001_29,برلاجر سعمر هيدوڤڽ).,برلاجر سعمر هيدوڤڽ). ,0.8865838862859906,برلاجر سعمر هيدوڤڽ). ,PRED
WM-1933-08-02-0001_3_Column-3-28,سڤرت بومي بولن متهاري دان بينتڠ),سڤرت بومي بولن متهاري دان بينڠ),0.9690886328576992,سڤرت بومي بولن متهاري دان بينڠ),PRED
0010_warmal_19380527_0002_93,اورڠملايو. منچفڽ ماهل، فڠارڠ دان,اورڠملايو. منڠڤن ماهل، فڠارڠ دان,0.8937705831610335,اورڠملايو. منڠڤن ماهل، فڠارڠ دان,PRED
UM-1963-08-16-06-13-Column-24-14,ملايا اکن تڠݢلم دان تيمبول,ملاا ان تفکلم دان تيمبول,0.6471335108477688,ملاا ان تفکلم دان تيمبول,PRED
UM-1963-08-16-04-22-Column-24-10,اد برهوبوڠ رافة دڠن اݢام،,الد بيرهم سرغ دڠن اکا.,0.3969417314825705,اد برهوبوڠ رافة دڠن اݢام،,GT
0001_warmal_19380105_0001_160,ساله دان تيفو داياڽ.,صاله دان تيغو دايان.,0.7929886658697309,صاله دان تيغو دايان.,PRED
WM-1933-08-02-0002_5_Column-5-51,"""ايله ""سنن الامام الحدث ابي داود","""ايله ستن الامام الحديث برداود""",0.7779024303475507,"""ايله ستن الامام الحديث برداود""",PRED
WM-1933-08-02-0004_25_Column-24-75,اتوران مڠوتيڤ زکات دان,اتوران مڠوتيف زکات دان,0.9176438885161676,اتوران مڠوتيف زکات دان,PRED
WM-1933-08-02-0008_44_Column-42-16,جوݢ مک سبلوم ظاهر اݢام اسلام,جوڠ مك سبلوم ظاهراکام إسلام,0.8467827374329702,جوڠ مك سبلوم ظاهراکام إسلام,PRED
UM-1963-08-26-06-8-Column-71-0,ءو ثان ة مڠالوکن٢,ورتنة مغالوکن٢,0.5528069478714477,ورتنة مغالوکن٢,PRED
0007_warmal_19380526_0001_17,موک يڠ برسيه براوبه کوليت,موك يڠ برسيه براوبه کوليت,0.9589495042922047,موك يڠ برسيه براوبه کوليت,PRED
UM-1963-08-23-06-29-Column-55-65,ديوان اونداڠن نݢري سلاڠور،,ولون اوندئن نكي سلاڠور. ,0.7476268496992633,ولون اوندئن نكي سلاڠور. ,PRED
WM-1933-08-02-0004_27_Column-26-0,حاج محمد علي بن حاج علي,حاج محمد علي بن حاج علي,0.9340334122477739,حاج محمد علي بن حاج علي,PRED
0002_warmal_19380105_0002_14,منجالنکن فرنيݢأن جوالبلي تولق,منجالنکن فرنيكأن جوالبلي توق,0.821726429162792,منجالنکن فرنيكأن جوالبلي توق,PRED
0002_warmal_19380105_0002_107,باليک ککواڠ فد ماس وقت مالم,باليك ککواڠ فد ماس وقت مالم,0.8769642885170378,باليك ککواڠ فد ماس وقت مالم,PRED
UM-1963-08-14-05-39-Column-6-44,مڽتاکن دالم سيدڠ ايت بهوا,ميتاڽ دالم سيدڠ ايت بهورا,0.6617058822084926,ميتاڽ دالم سيدڠ ايت بهورا,PRED
0008_warmal_19380526_0002_51,دقتور Dr. Litt تاريخ علم فرسوراتن,تاريخ علم فرسوراتن Dr. Litt دفتور,0.8346642683564888,تاريخ علم فرسوراتن Dr. Litt دفتور,PRED
0007_warmal_19380526_0001_81,تيڤو دان بوهڠ سام ترجمله,تيڤودان بوهڠ سام ترجمله,0.869828292298898,تيڤودان بوهڠ سام ترجمله,PRED
0001_warmal_19380105_0001_93,دانلاݢي نبي صلى الله عليه وسلم,دانلاݢي نبي صلى الله عليه وسلم,0.9369327162395683,دانلاݢي نبي صلى الله عليه وسلم,PRED
UM-1963-08-17-06-11-Column-39-28,کلنتن سفاي منجلسکن,کلنتن سفاي منجاسکن,0.7995835457928822,کلنتن سفاي منجاسکن,PRED
UM-1963-08-14-08-9-Column-13-1,. عبد الواحد بن عبد اللطيف، فݢاوي فنراڠن امنو چواڠن,العواد بن عبد اللطيف، فکاوي فنزيلن امن جولم,0.642868766955597,العواد بن عبد اللطيف، فکاوي فنزيلن امن جولم,PRED
UM-1963-08-14-09-4-Column-14-8,اولهراݢا مسلمين,ولهرايا مسلمين,0.7343069911064505,ولهرايا مسلمين,PRED
0004_warmal_19380301_0002_115,کادأن يڠ هوده دموک استريڽ,کادأن يڠ هوده دموك استرين,0.8929453264543911,کادأن يڠ هوده دموك استرين,PRED
WM-1933-08-02-0001_3_Column-3-88,اوله اورڠ مک تيدق اد کاسيه,اوله اورڠ مك تيدق اد کاسيه,0.9524267912869151,اوله اورڠ مك تيدق اد کاسيه,PRED
0001_warmal_19380105_0001_5,(سمبوڠن درفد موک 3),(سموڠن درفد ماک (3)),0.5547190677010689,(سموڠن درفد ماک (3)),PRED
0010_warmal_19380527_0002_50,اين چارا کتاب٢ عرب دهولو کالا.,اين چارا کتاب٢ عرب دهولو کالا م,0.8808630895269116,اين چارا کتاب٢ عرب دهولو کالا م,PRED
UM-1963-08-16-03-40-Column-20-1,فرادوان بينتڠ راديو يڠ,فران دوان ببسنچ رادلوڠ,0.6640935039311585,فران دوان ببسنچ رادلوڠ,PRED
0002_warmal_19380105_0002_131,نݢري٢ ملايو دسيسي اوندڠ٢,نݢي ٢ ملايو ديسي اوندڠ٢,0.9169648522418777,نݢي ٢ ملايو ديسي اوندڠ٢,PRED
0009_warmal_19380527_0001_74,هاروس اکن هيلڠ سهاج.,هاروس اکن هيلڠ سهاج. ,0.9651820916888446,هاروس اکن هيلڠ سهاج. ,PRED
0001_warmal_19380105_0001_87,تورن عيسى بن مريم مڠاي رسول,تورن عيسى بن مريم يڠأي رجول,0.7592627881116754,تورن عيسى بن مريم يڠأي رجول,PRED
0004_warmal_19380301_0002_61,اکن مڠادکن سوات فرلاونن باݢي,اکن مڠادکن سوات فرلاونن باݢي,0.9548253326494622,اکن مڠادکن سوات فرلاونن باݢي,PRED
0009_warmal_19380527_0001_21,سيد شيخ الهادي ساڠة دݢماري,سيد شيخ الهادي ساڠة دݢاري,0.8955269150911351,سيد شيخ الهادي ساڠة دݢاري,PRED
0004_warmal_19380301_0002_16,جوهن فرمفوان يڠ هوده سکالي,جومن فرمفوان يڠ هودة سکالي ,0.9101442864199007,جومن فرمفوان يڠ هودة سکالي ,PRED
0008_warmal_19380526_0002_89,8. بهاݢين لام اين تراوتام حکاية٢,8. بهاݢين لام اين تراوتام حکاية٢,0.9686276629374716,8. بهاݢين لام اين تراوتام حکاية٢,PRED
0008_warmal_19380526_0002_16,1.   ندهولوان: بوکن هندق,1. فندهولوان: بوݢ هندق,0.9423926725014574,1. فندهولوان: بوݢ هندق,PRED
0008_warmal_19380526_0002_123,تياد فرغݢن دان فرهنتين، تياد,تياد فرغݢن دان فرهتين، تياد,0.8971879282214063,تياد فرغݢن دان فرهتين، تياد,PRED
WM-1933-08-02-0006_35_Column-34-13,نيو ورلد تامن کسوکأن,نيو ورلد تامن کسکأن,0.7913278968069585,نيو ورلد تامن کسکأن,PRED
UM-1963-08-16-03-40-Column-20-24,تله دسقسيکن همفير سريبو,الله دسفکن همفور سریو,0.5563028685805278,الله دسفکن همفور سریو,PRED
UM-1963-08-16-08-26-Column-28-16,تاوارن٢ اداله دفلاوا انتوق منوکر کرج دوا بواه فارم,وارون 2 ادالا دفلاوا التوق منکسر کرج دباوه فارم,0.648903757923791,وارون 2 ادالا دفلاوا التوق منکسر کرج دباوه فارم,PRED
UM-1963-08-14-05-39-Column-6-26,کمدين تڠکو فردان منتري,کمين تنغو فردان منسري,0.6598178063123231,کمين تنغو فردان منسري,PRED
WM-1933-08-02-0008_45_Column-43-43,مڽتاکن الامام احمد درڤد حديث,ميتاکن الامام احمد درڤحديث,0.7790221591543088,ميتاکن الامام احمد درڤحديث,PRED
0004_warmal_19380301_0002_55,کلواردرفد بيليق منديڽ دان برکات,کلوار درفد بيليق منديث دان برکات,0.8476547079702192,کلوار درفد بيليق منديث دان برکات,PRED
WM-1933-08-02-0005_29_Column-28-63,حال اسلام ايت اتس اڤ٢ حال دان,حال اسلام ايت اتس اق٢ حال دان ,0.8765020019107381,حال اسلام ايت اتس اق٢ حال دان ,PRED
WM-1933-08-02-0001_4_Column-4-55,ايت يڠ ممبري مضرة دان يڠ ساله,ايت يڠ ممبري مضرة دان يڠ ساله,0.9562843317361184,ايت يڠ ممبري مضرة دان يڠ ساله,PRED
UM-1963-08-16-02-29-Column-19-13,جالن راي انتارا هوي دان,جانلن راي التيارا هوي دان,0.6283828507886053,جانلن راي التيارا هوي دان,PRED
0007_warmal_19380526_0001_24,اکلڤ کليتا تله برلمڤو,کلف کلبا تله برلمڤو,0.6707766945670012,کلف کلبا تله برلمڤو,PRED
0005_warmal_19380420_0001_104,دري بلاکڠ دان برتاڽ کڤداڽ دمان بوله,دري بلاڠ دان برتاڽ کڤداڽ دمان بوله,0.9210304106999468,دري بلاڠ دان برتاڽ کڤداڽ دمان بوله,PRED
UM-1963-08-16-06-13-Column-24-10,منتري دان تيمبالن فردان,نسيمال فردناتري دان,0.515009792434813,نسيمال فردناتري دان,PRED
UM-1963-08-16-06-24-Column-25-11,مڠادکن رونديڠن دڠن تون,مڠادکن روندڠن دڠ تون,0.7297757925623167,مڠادکن روندڠن دڠ تون,PRED
0004_warmal_19380301_0002_7,موره کران تاهن,موره کران تاهن,0.952992252042144,موره کران تاهن,PRED
0007_warmal_19380526_0001_70,دسولم ددالم اينتن متيارا,دسلوم ددالم ايتن متيارا,0.7086801662447095,دسلوم ددالم ايتن متيارا,PRED
WM-1933-08-02-0005_28_Column-27-32,باݢي ڤرکتأن اين مک حال ايت اکن,باݢي ڤرکتأن ابن مك حال ايت اکن,0.9363401991564608,باݢي ڤرکتأن ابن مك حال ايت اکن,PRED
WM-1933-08-02-0008_43_Column-41-72,دان برنفسله يڠلمه دان انصافله يڠقوات,دان برنفسله يڠلمه دان انصافله يڠقوات,0.8792331453454758,دان برنفسله يڠلمه دان انصافله يڠقوات,PRED
0001_warmal_19380105_0001_125,دان اي تله دکلوارکن اوله الطبراني,دان اي تله دکلوارکن اوله الطبراني,0.9375687828907958,دان اي تله دکلوارکن اوله الطبراني,PRED
UM-1963-08-17-09-27-Column-47-78,دفادڠ کواننن، فهڠ فد 24 دان 25 اوݢسة اين.,"Dafang Guoatsen, fiehun 24 dan 25 aookseya alin.",0.6041077190523076,"Dafang Guoatsen, fiehun 24 dan 25 aookseya alin.",PRED
WM-1933-08-02-0004_23_Column-22-48,ايڠ ڤرجلانن يڠبݢيتو برمعنى,مايڠ فرجلانڽ يڠݢيتو برمئي,0.7844906998680635,مايڠ فرجلانڽ يڠݢيتو برمئي,PRED
WM-1933-08-02-0007_41_Column-39-24,برنام ليم واه تله دتوده ملاريکن سئورڠ,برنامليم و اهتمه تود ملاريکن سئورڠ,0.683631334818036,برنامليم و اهتمه تود ملاريکن سئورڠ,PRED
UM-1963-08-23-03-8-Column-53-26,لاتيهن فنوه انتوق فرتنجوقکن,اللهัน فنوه النوف نترن乔فکن,0.4158353261734775,اللهัน فنوه النوف نترن乔فکن,PRED
UM-1963-08-16-08-11-Column-27-31,اوݢسة، 1963 دان دري,کرس، 1963. دان دروي,0.6565094984053679,کرس، 1963. دان دروي,PRED
UM-1963-08-14-03-23-Column-3-37,"""فرتموان دسامودرا"" دتڠݢ","""فرمانوان دسودرا"" دنتك",0.563561345843165,"""فرمانوان دسودرا"" دنتك",PRED
WM-1933-08-02-0001_4_Column-4-35,مأنسي دان توندوق دباوه ڤرنتهڽ دان,أنسي دان توندوق دباوه فرنتهن دان,0.8254270310875826,أنسي دان توندوق دباوه فرنتهن دان,PRED
UM-1963-08-26-08-35-Column-73-22,باݢي اورڠ٢  فريمن دتريندق کيمف. ملاک بݢي تيمفوه 1,Malk Baqir Timsyfu 1 فرينين دنتينق کيمف,0.48771745377219583,Malk Baqir Timsyfu 1 فرينين دنتينق کيمف,PRED
0004_warmal_19380301_0002_48,کچنتيقکن دان ترلوفاله اي سݢل,کچنتيقکن دان ترلوفاله اي سݢل,0.9567124619184547,کچنتيقکن دان ترلوفاله اي سݢل,PRED
0005_warmal_19380420_0001_116,فرݢي کنيو کومبر و ددمان يڠددعوا مننجوقکن,فرکي کنيوكومبرود دمان يڠددعوا مننجوقکن,0.8757681654199407,فرکي کنيوكومبرود دمان يڠددعوا مننجوقکن,PRED
0008_warmal_19380526_0002_66,بهاس ملايو فون کباڽقکن فنجامن,بڽس ملايو فوز کباڽقکن فنجامن,0.8232086406256185,بڽس ملايو فوز کباڽقکن فنجامن,PRED
UM-1963-08-14-01-39-Column-1-4,ڠو دين دييم.,. دار دم.,0.4183539495480474,. دار دم.,PRED
WM-1933-08-02-0001_4_Column-4-48,ايت سنديري يڠ تياد بايک بوکنڽ,ايت سنديري يڠ تياد بايك بوکنڽ,0.944687850892457,ايت سنديري يڠ تياد بايك بوکنڽ,PRED
WM-1933-08-02-0008_45_Column-43-85,ظاهر جنجوڠن کيت اوله سبأ سڤرت,ظاهر جنجوڠن کيت اوله سبا بسڤرت,0.7697262179351444,ظاهر جنجوڠن کيت اوله سبا بسڤرت,PRED
0001_warmal_19380105_0001_74,برسيمڤڠ درفد اݢام يڠ سبنر دان,برسيمفڠ درڤد اکام يڠ سبنر دان,0.7904611534438967,برسيمفڠ درڤد اکام يڠ سبنر دان,PRED
UM-1963-08-26-08-9-Column-75-5,فريڠکة 111,111 فرڠکا,0.5113811491251099,111 فرڠکا,PRED
UM-1963-08-23-07-18-Column-58-19,اوجين برلاکون,اويڠ برلاکون,0.8658588507370499,اويڠ برلاکون,PRED
WM-1933-08-02-0001_3_Column-3-85,دبري الله اية تيدق داڤت دروڤ٢کن,ديري الله اية تيدق دافت دروڤ٢کن,0.8737287346156268,ديري الله اية تيدق دافت دروڤ٢کن,PRED
0007_warmal_19380526_0001_22,ترکادڠ مالڠ کران منيڤو,ترکادڠ مالڠ کران منيڤو,0.9583150124678989,ترکادڠ مالڠ کران منيڤو,PRED
0009_warmal_19380527_0001_106,منداتڠکن کساکيتن دان ملارة منجادي فڽاکية. توان تياد اکن بيمبڠ ستله ماکن.,مندات فکن کساکيتن دان ملاره منجادي فباکية. توان تياد اکن يمڠ ستله ماکن. ,0.8334391625234157,مندات فکن کساکيتن دان ملاره منجادي فباکية. توان تياد اکن يمڠ ستله ماکن. ,PRED
WM-1933-08-02-0003_12_Column-12-48,دتمڤتکن ددالم تمڤت٢ کديامن,دنتمڠن ددالم تمڤت٢ کديمن,0.8450455164622274,دنتمڠن ددالم تمڤت٢ کديمن,PRED
UM-1963-08-26-06-19-Column-67-18,منورة استاذ عثمان حمزه،,مڠرة اسنط عثمان حمze,0.502055341827082,مڠرة اسنط عثمان حمze,PRED
0006_warmal_19380420_0002_38,دان سيݢياله کليم٢ کفلا بسر,دان سيݢياله کليم٢ کفلا بسر,0.9051307191121231,دان سيݢياله کليم٢ کفلا بسر,PRED
WM-1933-08-02-0004_23_Column-22-50,ريڠنکن اتو ڤون تيدق داچوهکن,ربڠنک اتو فون تيدق داجوهکن,0.8924931982170314,ربڠنک اتو فون تيدق داجوهکن,PRED
UM-1963-08-17-04-20-Column-34-8,سهاروسڽ دسمبوة دڠن بايک دان,هاوسون دسموة دمن ياك دان,0.6055166264127338,هاوسون دسموة دمن ياك دان,PRED
WM-1933-08-02-0001_4_Column-4-58,تتاڤي يڠ ساله دان ممبري مضرة اورڠ,تنائي يڠ ساله دان ممبري مضرة اورڠ,0.8100514272517566,تنائي يڠ ساله دان ممبري مضرة اورڠ,PRED
0004_warmal_19380301_0002_43,جاتوه عاشق کفد سئورڠ فرمفوان,جاتوه عاشق کفد سئورڠ فرمفوان,0.8083692548456026,جاتوه عاشق کفد سئورڠ فرمفوان,PRED
UM-1963-08-26-06-23-Column-68-39,مڠليروکن سرت ممچهبلهکن,مڠلورڠ سرت منجهلکان,0.640679030242445,مڠلورڠ سرت منجهلکان,PRED
UM-1963-08-14-08-10-Column-11-6,برفونچا دري اوسول هندق,فونجيا دري اوسول عبنن,0.696644010221762,فونجيا دري اوسول عبنن,PRED
0009_warmal_19380527_0001_88,29. سمنجق ببراف تاهون اين اورڠ٢,29. سمنجق ببراف تاهون اين اورڠ,0.979445083506635,29. سمنجق ببراف تاهون اين اورڠ,PRED
WM-1933-08-02-0008_46_Column-44-20,ادڤون تندا ممبنرکن کڽتأن اين,ادڤーン تندا ممبنرکن کيتأن اين,0.7470150133964085,ادڤーン تندا ممبنرکن کيتأن اين,PRED
WM-1933-08-02-0008_44_Column-42-4,ايله ترلتقڽ دأتس جنجوڠن کيت,ايله ترلتقڽ داتس جنجوڠ کيت,0.8640174206590957,ايله ترلتقڽ داتس جنجوڠ کيت,PRED
WM-1933-08-02-0007_42_Column-40-73,مستحق ڤد داڤت مڠادکن اورڠ٢,مستحق فد دافت مڠادکن اورڠ٢,0.9307756928116377,مستحق فد دافت مڠادکن اورڠ٢,PRED
0008_warmal_19380526_0002_9,ملايا (فصفم) دالم اولڠتاهون يڠکليم يڠتله دلنسوڠکن دديوان سکوله اندرسن ملايو تياد فرنه اد حروف سنديري,ملايا (فصم) دالم اولڤتاهون يڠکليم يڠتله دلنسوڠکن دديوان سکوله اندرسن ملايو تياد فرنه اد حروف سنديري,0.9287034093801023,ملايا (فصم) دالم اولڤتاهون يڠکليم يڠتله دلنسوڠکن دديوان سکوله اندرسن ملايو تياد فرنه اد حروف سنديري,PRED
UM-1963-08-26-10-31-Column-76-83,مليسيا.,مليكيا,0.31664146908469465,مليسيا.,GT
UM-1963-08-14-06-64-Column-12-26,کحاضران تڠکو کسيدڠ,کحاشران تڠکو کسڠ,0.6610983967986789,کحاشران تڠکو کسڠ,PRED
WM-1933-08-02-0007_39_Column-37-21,يڠتله برسارا دري جواتن نݢري٢,هتله برسارا دري جواتن نݢري٢,0.8791431529154847,هتله برسارا دري جواتن نݢري٢,PRED
WM-1933-08-02-0006_35_Column-34-40,دهولو.,دهولوب,0.7851712610603785,دهولوب,PRED
UM-1963-08-26-08-13-Column-71-1,جواتنکواس فپوسن,جواتنکواس فيوسن,0.8122246021469925,جواتنکواس فيوسن,PRED
0005_warmal_19380420_0001_113,يڠددعوا منمبه کات لاݢي اي تيبا ممباوا,يڠددعوا منبه کات لاݢي اي تيبا ممباوا,0.868979486190069,يڠددعوا منبه کات لاݢي اي تيبا ممباوا,PRED
0004_warmal_19380301_0002_78,تياد فرچاي مريکئيت اد لاݢي,تياد فرجاي مريكيت اد لاݢي,0.9722935601598822,تياد فرجاي مريكيت اد لاݢي,PRED
0010_warmal_19380527_0002_80,سده مشهور سکيرا٢ اکن بوله ککل,سده مشهور سکيرا٢ اکن بوله ککل,0.9853490708932233,سده مشهور سکيرا٢ اکن بوله ککل,PRED
0010_warmal_19380527_0002_33,سبب ايتوله ترفقسابرݢورو کفداورڠيڠ,سبب ايتوله ترفقسابرݢورو کفداورڠڽ,0.7632405749655635,سبب ايتوله ترفقسابرݢورو کفداورڠڽ,PRED
0007_warmal_19380526_0001_7,هينا دان رنده دڤندڠ بنچي,هينا دان رنده دڤندڠ بنچي,0.9618891684359026,هينا دان رنده دڤندڠ بنچي,PRED
0005_warmal_19380420_0001_12,(18) برسبدا نبي صلى الله عليه وسلم,(1.8) برسباء نبي صلى الله عليه وسلم,0.8244788774960745,(1.8) برسباء نبي صلى الله عليه وسلم,PRED
0010_warmal_19380527_0002_45,چارا بهاس ملايو بتول اورڠ٢,چارا بهاس ملايو بتول اورڠ٢,0.9691211786559886,چارا بهاس ملايو بتول اورڠ٢,PRED
WM-1933-08-02-0007_39_Column-37-13,ڤسورهجاي بسر تله مڽرهکن سورت,فسورهجاي بسر تله مهرکن سورت,0.8126607453088993,فسورهجاي بسر تله مهرکن سورت,PRED
WM-1933-08-02-0007_37_Column-35-6,مربڽو بيرد يڠ منجالنکن ڤرکارا,مربيو بيرد يڠ منجالنکن فرکارا,0.9361456716871576,مربيو بيرد يڠ منجالنکن فرکارا,PRED
UM-1963-08-24-08-34-Column-66-34,"مڽتاکن دسيني بهوا ""سلاݢي",يساکن دسني بهوا سلاکي,0.7903199411842547,يساکن دسني بهوا سلاکي,PRED
0004_warmal_19380301_0002_44,يڠ چنتيق يڠ برنام ميدلين ارݢوه,يڠ چنتيق يڠبرنام ميدلين ارکو. ,0.8741591484463906,يڠ چنتيق يڠبرنام ميدلين ارکو. ,PRED
WM-1933-08-02-0008_43_Column-41-82,برݢنتوڠ کڤد مڠيکوت دان لواسله,براݢتوڠ کڤد مڠيکوت دان لواسله,0.8995318241679762,براݢتوڠ کڤد مڠيکوت دان لواسله,PRED
UM-1963-08-17-08-13-Column-45-18,حاج دأود دان کتيک محمد,جاج داود دان کشتک مساعد,0.5855006919046242,جاج داود دان کشتک مساعد,PRED
0007_warmal_19380526_0001_58,سي ڤنيڤو دݢيݢيت داره دجيلا,سيڤيڤو دݢيݢيت داره دجيلا,0.8838296326494653,سيڤيڤو دݢيݢيت داره دجيلا,PRED
WM-1933-08-02-0008_44_Column-42-26,دان مڽرڠ ڤول لاوت ميره کتانه يمن,دان مڠرڠ فول لاوت مبره کتاوه يمن,0.768591223774004,دان مڠرڠ فول لاوت مبره کتاوه يمن,PRED
WM-1933-08-02-0006_35_Column-34-23,دديريکن دالم تاهون 1923 لبه,ددريکن دالم تاهون 1923 لبه,0.8417396629220698,ددريکن دالم تاهون 1923 لبه,PRED
UM-1963-08-16-02-29-Column-19-10,فراستيوا يڠ تيدق دايڠيني,فرسايو انس تيندق دالمي,0.48159897090830345,فرسايو انس تيندق دالمي,PRED
0009_warmal_19380527_0001_12,دمصر مڠارڠ کارڠن٢ بهارو مريک,دمصر مڠارڠ کارڠن٢ بهارو مريك,0.9591229973789436,دمصر مڠارڠ کارڠن٢ بهارو مريك,PRED
0004_warmal_19380301_0002_21,فرمفوان.,ڤرمفوان,0.6350504507376011,ڤرمفوان,PRED
UM-1963-08-17-05-32-Column-38-68,تنفا ممبري فلواڠ کفد اڠݢوت٢ ديوان,تنفا ممبري فلواغ کفد اتمکوت٢ ديوان,0.8228809624524369,تنفا ممبري فلواغ کفد اتمکوت٢ ديوان,PRED
0009_warmal_19380527_0001_59,درفد فرخبران باڽق کارڠن ايلوق٢,درفد فرخبران باڤق کارڠن ايلوق٢,0.8520062710686829,درفد فرخبران باڤق کارڠن ايلوق٢,PRED
0010_warmal_19380527_0002_81,دبواة زمان جادي فساک دالم بهاس,دبواة زمان جادي فساك دالم بهاس,0.8547809065854306,دبواة زمان جادي فساك دالم بهاس,PRED
WM-1933-08-02-0003_10_Column-10-68,مريک تله منيڠݢلکن تمڤت,مريك تله منيڠݢلکن تمف,0.8805525225407468,مريك تله منيڠݢلکن تمف,PRED
0009_warmal_19380527_0001_10,مماکي تندا٢ برهنتي بايک ساله اتو,ماکي تندا٢ برهنتي بايك ساله انو,0.8799036071763299,ماکي تندا٢ برهنتي بايك ساله انو,PRED
UM-1963-08-14-03-11-Column-2-22,سمسيڠ يڠ دانجورکن دالم,مڠ دانجورکن دالم,0.8815298129431818,مڠ دانجورکن دالم,PRED
UM-1963-08-17-08-13-Column-45-5,فرادوان مڽاڽي بهاݢين اصلي,برادون مياس بيهاکين اصلس,0.6346896075260369,برادون مياس بيهاکين اصلس,PRED
