Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
1940-12-13_2722_7,ڤڽاکيت ڤروت دان برلبيهن اسيد,ڤڽاکيت ڤروت دان برلبيهن اسيد,0.9962415723914231,ڤڽاکيت ڤروت دان برلبيهن اسيد,PRED
1933-07-17_1769_21,باءيق درڤد کأداءن مڽياست دان,باءيق درڤد کأدلءن مڽياست دان,0.9563612927987484,باءيق درڤد کأدلءن مڽياست دان,PRED
1933-03-08_2578_37,"اج. اد ڤون ڤرمڤوان2, بودق2",اج اد ڤون ڤرمڤوان2 بودق2,0.999472857812557,اج اد ڤون ڤرمڤوان2 بودق2,PRED
1933-07-24_516_29,ممبري ڤواس هاتي د هادڤن,ممبري ڤواس هاتي د هادڤن,0.9114535005372333,ممبري ڤواس هاتي د هادڤن,PRED
1933-06-27_2679_6,مماکاي صيفت ايت اڤابيلا مريک,مماکاي صيفت ايت اڤابيلا مريک,0.9905850460774258,مماکاي صيفت ايت اڤابيلا مريک,PRED
1933-03-08_2578_20,دڤرينتهکنڽ ممرڠي جک برحاجت کڤدڽ,دڤرينتهکنڽ مرڠي جک برحاجت کفدڽ,0.9627901819962924,دڤرينتهکنڽ مرڠي جک برحاجت کفدڽ,PRED
1940-12-27_683_25,ايت منچاري ڤلواڠ. اورڠ2 يڠ,ايت منچاري ڤلواڠ اورڠ2 يڠ,0.9993228080544896,ايت منچاري ڤلواڠ اورڠ2 يڠ,PRED
1933-07-31_2377_9,إسلام دان اورڠ2 يڠ مڽکت,إسلام دان اورڠ2 يڠ مڽکت,0.9940699406002067,إسلام دان اورڠ2 يڠ مڽکت,PRED
1933-06-02_1134_5,"ڤينڠ, سريمبن دان تومڤت هاري",ڤينڠ سريمبن دان تومڤت هاري,0.9257825301316519,ڤينڠ سريمبن دان تومڤت هاري,PRED
1939-09-01_1384_30,اورڠ2 انديا کيت تله منمڤق,اورڠ2 انديا کيت تله منمڤق,0.9928466210518413,اورڠ2 انديا کيت تله منمڤق,PRED
1933-10-20_472_3,اد ڤڽاکيت ايت بهارو اتاو,اد ڤڽاکيت ايت بهارو اتاو,0.9869113506864107,اد ڤڽاکيت ايت بهارو اتاو,PRED
1937-03-22_604_18,اد سورت2 داتڠ درڤد ايستريڽ,اد سورت2 داتڠ درڤد ايستدريڽ,0.9988633305369121,اد سورت2 داتڠ درڤد ايستدريڽ,PRED
1938-05-27-v2_713_28,يڠ تربيلڠ اتاو ديکو اورڠ,يڠ تربيلڠ اتاو ديکو اورڠ,0.8938883045120334,يڠ تربيلڠ اتاو ديکو اورڠ,PRED
1933-07-31_2352_42,باوه ݢڠݢم تاڤق تاڠنڽ. سباݢاي,باوه ݢڠݢم تأڤق تاڠنڽ سباݢاي,0.9898188409920983,باوه ݢڠݢم تأڤق تاڠنڽ سباݢاي,PRED
1940-03-27_12_10,ملاوت کاباريت يڠ برهاوا ديڠين,ملاوت کاباريت يڠ برهوا ديڠين,0.9953637153551484,ملاوت کاباريت يڠ برهوا ديڠين,PRED
1941-01-27_2152_48,کدوا2 تڤي ڤنتاي سلت يڠ,کدوا2 تقي ڤنتاي سلت يڠ,0.9865310203473662,کدوا2 تقي ڤنتاي سلت يڠ,PRED
1941-01-08_818_55,دي درڤد تڠݢوڠن2ڽا کات توان,دي درڤد تڠݢوڠن2ڽا کات توان,0.9801790006445767,دي درڤد تڠݢوڠن2ڽا کات توان,PRED
1933-07-08_567_37,تله تورون قرءان ڤندوان سرو,تله تورون قرءان ڤندوان سرو,0.9919437155153934,تله تورون قرءان ڤندوان سرو,PRED
1933-07-06_2893_34,اقن دتيڠݢلقنڽ دماءين ڤربحثن اين,اقن دتيڠݢلقنڽ دماءين ڤربحثن اين,0.9854482429374707,اقن دتيڠݢلقنڽ دماءين ڤربحثن اين,PRED
1933-05-02_246_33,مريک بڠکيت دڠن سرتا مرتا,مريک بڠکيت دڠن سرتا مرتا,0.9891212431692568,مريک بڠکيت دڠن سرتا مرتا,PRED
1939-05-13_203_33,اوليه کراجاءن دسان دان برڤولوه2,اوليه کراجاءن دسان دان برڤولوه2,0.9883355197362864,اوليه کراجاءن دسان دان برڤولوه2,PRED
1937-12-09_1431_13,مک هاروسله ترڤقسا تاڠن کراجاءن,مک هلوسله ترڤقسا تاڠن كراجاءن,0.892834205378984,مک هلوسله ترڤقسا تاڠن كراجاءن,PRED
1933-12-08_2424_25,جاديڽ يڠ کسراتوس تاهون. ڤرمڤوان,جاديڽ يڠ کسراتوس تاهون ڤرمڤوان,0.9442744521444454,جاديڽ يڠ کسراتوس تاهون ڤرمڤوان,PRED
1933-06-26_2503_5,"كڤرچاياءن اكن روجوعڽ ايت, اي",کڤرچاىءن اکن روجوعڽ ايت اي,0.831667238857786,کڤرچاىءن اکن روجوعڽ ايت اي,PRED
1937-09-11_2447_9,دڠن سوبورڽ. ڤد سواتو هاري,دڠن سوبورڽ ڤد سواتو هاري,0.9997274324204545,دڠن سوبورڽ ڤد سواتو هاري,PRED
1940-02-14_1553_33,دان ترلتقله ڤد تمڤت يڠ,دان ترلتقله ڤد تمڤت يڠ,0.9346078699684567,دان ترلتقله ڤد تمڤت يڠ,PRED
1934-03-01_601_11,دان بروفا دڠن چوقوف صيحت,دان بروفا دڠن چوقوف صيحت,0.9988520797622787,دان بروفا دڠن چوقوف صيحت,PRED
1933-07-14_1316_3,کڤد مريک سام سکالي تتاڤي,کڤد مريک سام سکالي تتاڤي,0.9977577384651698,کڤد مريک سام سکالي تتاڤي,PRED
1933-05-02_219_0,کسلامتن کران ڤاکاين دالم درڤد,کسلامتن کران ڤاکاين دالم درڤد,0.9826653150918594,کسلامتن کران ڤاکاين دالم درڤد,PRED
1933-05-18_376_44,لاونڽ ايت ماناکالا عبد ال رهيم,لاونڽ ايت ماناکالا عبد ال رهيم,0.9995102160153496,لاونڽ ايت ماناکالا عبد ال رهيم,PRED
1939-05-13_203_44,تتاڤي ڤکرجاءن يڠ دمينتا دايفوه,تتاڤي ڤکرجاءن يڠ دمينتا دايفوه,0.9003730119052267,تتاڤي ڤکرجاءن يڠ دمينتا دايفوه,PRED
1933-07-31_2352_37,براس ݢنتر بندا2 يڠ دجومڤا,براس ݢنتر بندا2 يڠ دجومڤا,0.9985611584185189,براس ݢنتر بندا2 يڠ دجومڤا,PRED
1933-07-31_2361_52,اين. واجبله سنتياس دسيمڤن سبوتول,اين واجبله سنتياس دسيمڤن سبوتول,0.9332107026195001,اين واجبله سنتياس دسيمڤن سبوتول,PRED
1933-05-24_853_12,تق داڤت تياد جماعه منتري2,تق داڤت تياد جماعه منتري2,0.9951944566164986,تق داڤت تياد جماعه منتري2,PRED
1933-05-18_373_6,جرمن يڠ بردرجه تيڠݢي دان,جرمن يڠ بردرجه تيڠݢي دان,0.9811725663625039,جرمن يڠ بردرجه تيڠݢي دان,PRED
1933-05-03_630_26,ڤون سکالي. مک ڤرمڤوان مودا,ڤون سکالي مک ڤرمڠوان مودا,0.9982431986256599,ڤون سکالي مک ڤرمڠوان مودا,PRED
1940-12-18_1723_4,اد ددالم کسوکرن. تتاڤي کران,اد ددالم کسوکرن تتاڤي کران,0.9833273174341143,اد ددالم کسوکرن تتاڤي کران,PRED
1933-07-04_745_12,برکناءن دڠن ڤرجنجين2 يڠ تله,برکناءن دڠن ڤرجنجين2 يڠ تله,0.9846447369933973,برکناءن دڠن ڤرجنجين2 يڠ تله,PRED
1940-08-24_1505_5,",ڤنچاهر کرس اتاو لمه. سمبليت",ڤنچاهر کرس اتاو لمه سمبليت,0.9474289551364875,ڤنچاهر کرس اتاو لمه سمبليت,PRED
1934-04-17_2023_0,چندو تمباکاو تيدق ممبکسکن جاري,چندو تumbaکاو تيدق ميريکسکن جاري,0.9055545978326998,چندو تumbaکاو تيدق ميريکسکن جاري,PRED
1933-07-22_1371_14,بهارو ڤد ڤوكول 7.30 دان,بهارو ڤد ڤوکول 730 دان,0.9978707651443354,بهارو ڤد ڤوکول 730 دان,PRED
1933-03-08_2586_16,کڤد مريک ايت لبيه سݢرا,کڤد مريک ايت لبيه سݢرا,0.9929878984629747,کڤد مريک ايت لبيه سݢرا,PRED
1937-03-15_108_14,اين بوکن ساتو ڤرکارا يڠ,اين بوکن ساتو ڤرکارا يڠ,0.9994569911363143,اين بوکن ساتو ڤرکارا يڠ,PRED
1936-10-22_2569_8,دان تلور سرتا سديکيت چمڤورن,دان تلور سرتا سديکيت چمڤورن,0.9911449438869977,دان تلور سرتا سديکيت چمڤورن,PRED
1933-12-09_2801_3,درڤد اءير بواهن2 يڠ باڽق,درڤد اءير بواهن2 يڠ باڽق,0.9514450817783733,درڤد اءير بواهن2 يڠ باڽق,PRED
1937-11-05_770_14,باءوڽ. بوليه دداڤتي دسرات قداي2,باءوڽ بوليه دداڤتي دسرات قداي2,0.9558377027703326,باءوڽ بوليه دداڤتي دسرات قداي2,PRED
1933-06-30_2535_10,ڤرچاي ڤد جالن برموافقت دان,ڤرجاي ڤد جالن يرموافقت دان,0.9885116144697954,ڤرجاي ڤد جالن يرموافقت دان,PRED
1933-05-02_219_9,کسلامتن کران ڤاکاين دالم درڤد,کسلامتن کران ڤاکاين دالم درڤد,0.9763535513309213,کسلامتن کران ڤاکاين دالم درڤد,PRED
1933-03-08_2583_12,تيدق اد کرتس لابل هاڽ,تيدق اد کرتس لابل هاڽ,0.9988753181433407,تيدق اد کرتس لابل هاڽ,PRED
1933-06-30_2533_7,انتارا د انتارا تاريڠ دان,انتارا د انتارا تاريڠ دان,0.99641111959012,انتارا د انتارا تاريڠ دان,PRED
1940-02-14_1553_1,ملواسکن إسلام ڤد منظاهيرکن کبنرنڽ,ملواسکن إسلام ڤد منظاهيرکن کبندرنڽ,0.9710792007624124,ملواسکن إسلام ڤد منظاهيرکن کبندرنڽ,PRED
1937-03-24_1474_1,مک ڤڽياست2 ايت تله منجاديکن,مک ڤڽياست2 ايت تله منجاديکن,0.9858508536526489,مک ڤڽياست2 ايت تله منجاديکن,PRED
1941-01-06_2625_46,جک توان تله مندڠرڽ بنتوله,جک توان تله مندڠرڽ بنتوله,0.9928034713286512,جک توان تله مندڠرڽ بنتوله,PRED
1933-07-21_1545_12,فتنه سمبهيڠ دڠن ترجمه قرءان,فتنه سمبهيڠ دڠن ترجمه قرءان,0.9573785746028056,فتنه سمبهيڠ دڠن ترجمه قرءان,PRED
1939-03-02_2187_5,]باڽق تانه2 يڠ اصلڽ [دڤوڽاءي,باڽق تانه2 يڠ اصلڽ دڤوڽاءي,0.9916551208857834,باڽق تانه2 يڠ اصلڽ دڤوڽاءي,PRED
1933-07-13_37_18,د سلتن بندر يت. ورڠ,د سلتن بندر يت ورڠ,0.9970760127680954,د سلتن بندر يت ورڠ,PRED
1937-03-16_2954_23,ايستان ممليهارا انجيڠ يڠ برݢونا,ايستان ملبهارا انجيڠ يڠ برݢونا,0.8679820355386245,ايستان ملبهارا انجيڠ يڠ برݢونا,PRED
1933-07-25_399_25,لاءين دڠن قاعده برتوکر دان,لاءين دڠن قاعده يرتوکر دان,0.9931371087428728,لاءين دڠن قاعده يرتوکر دان,PRED
1933-07-07_2220_23,بنجير-----------------------------------------داتڠله دڠر سنديري لاݢو2 بهارو,بنجير----------------------------داتڠله دڠر سنديري لاݢو2 بهارو,0.570278548568994,بنجير----------------------------داتڠله دڠر سنديري لاݢو2 بهارو,PRED
1933-07-04_759_17,مريک تيدق داڤتي باݢي کهندقڽ,مريک تيدق داڤتي باݢي کهندقڽ,0.9955339887022646,مريک تيدق داڤتي باݢي کهندقڽ,PRED
1933-06-24_338_0,اورڠ2 يڠ تاهو ممبيذاکن اداله,اورڠ2 يڠ تاهو ممبيذاکن اداله,0.9981136390447043,اورڠ2 يڠ تاهو ممبيذاکن اداله,PRED
1937-04-05_2163_26,",سمبهيڠ ايت اياله ممباچ قرءان",سمبهيڠ ايت اياله ممباچ ڤرءان,0.8571575539603022,سمبهيڠ ايت اياله ممباچ ڤرءان,PRED
1937-03-22_604_30,.سرتا مڠتوق2 ڤينتو رومه ايت,سرتا مڠتوݢ2 ڤينتو رومه ايت,0.9945042634824077,سرتا مڠتوݢ2 ڤينتو رومه ايت,PRED
1933-07-10_2847_14,كاڤل د دالم ماس ڤلايرن,کاڤل د دالم ماس ڤلاين,0.9029788837784322,کاڤل د دالم ماس ڤلاين,PRED
1938-11-17_2997_0,"باندرن, چيقݢو محمد ݢورو کومڤولن",باندرن چيفݢو محمد ݢورو کومڤولن,0.861746672770086,باندرن چيفݢو محمد ݢورو کومڤولن,PRED
1937-05-07_833_5,اکن ممبري سلامت داتڠ کڤد,اکن ممبري سلامت داتڠ کڤد,0.997031450576868,اکن ممبري سلامت داتڠ کڤد,PRED
1933-06-02_1133_10,اثنين هيڠݢ جمعة ڤد ڤوکول,اثنين هيڠݢ جمعة ڤد ڤوکول,0.9952275596630659,اثنين هيڠݢ جمعة ڤد ڤوکول,PRED
1941-01-02-v3_1568_15,.منڠݢوق دالم اءير يڠ کروه,منڠݢوق دالم لبيريڠ کروه,0.9957219142969082,منڠݢوق دالم لبيريڠ کروه,PRED
1933-06-28_53_5,محكمه ڤوليس يڠ كدوا كران,محکمه ڤوليس يڠ کدوا کران,0.9975205994620766,محکمه ڤوليس يڠ کدوا کران,PRED
1937-04-22_1940_22,اورڠ يڠ ماسوق برارق 100,اورڠ يڠ ماسوق برارق 100,0.9973993466605413,اورڠ يڠ ماسوق برارق 100,PRED
1937-03-24_1474_6,ايت مناماکن ڤڽاکيت چاچر ايت,ايت مناماک ڤڽاکيت چاچرايت,0.9952748856329817,ايت مناماک ڤڽاکيت چاچرايت,PRED
1933-02-28_2304_6,کڤد اورڠ يڠ تيدق بوليه,کڤد اورڠ يڠ تيدق بوليه,0.8727404828286184,کڤد اورڠ يڠ تيدق بوليه,PRED
1937-03-03_207_18,بلاک مک اڤابيلا اوق فهم,بلاک مک اڤابيلا اوق فهم,0.9986325131447877,بلاک مک اڤابيلا اوق فهم,PRED
1936-11-24_2074_1,ايت اد ترڽات دڠن ببراڤ,ايت اد ترڽات دڠن ببراڤ,0.9995074470053061,ايت اد ترڽات دڠن ببراڤ,PRED
1933-03-18_2028_5,مڽات دان منرڠکن اڤ2 يڠ,مڽات دان منرڠکن اڤ2 يڠ,0.9594818207638784,مڽات دان منرڠکن اڤ2 يڠ,PRED
1940-03-30_727_28,دان منداڤت سريبو يقين دڠن,دان منداڤت سريبو يقين دڠن,0.9996202141572462,دان منداڤت سريبو يقين دڠن,PRED
1933-04-29_1175_44,دان بڠسا2 تيمور منجاديکن جڤون,دان بڠسا2 تيمور منجاديکن جڤون,0.999256015386164,دان بڠسا2 تيمور منجاديکن جڤون,PRED
1941-01-03_890_35,منجاݢ مات مات ݢلڤ تله,منجاݢ مات مات ݢلڤ تله,0.9836926150869512,منجاݢ مات مات ݢلڤ تله,PRED
1933-07-04_759_38,ايت دان مريک برحاجت کڤد,ايت دان مربک برحاجت کڤد,0.9986465502144313,ايت دان مربک برحاجت کڤد,PRED
1937-03-11_1701_7,ادب بهاس ملايو ايت نسچاي,ادب بهاس ملايو ايت نسچاي,0.9917768867754518,ادب بهاس ملايو ايت نسچاي,PRED
1941-01-03_890_29,درڤد تيݢ بواه کوڠسي د,درڤد تيݢ بواه کوڠسي د,0.9971185874994312,درڤد تيݢ بواه کوڠسي د,PRED
1937-04-06_651_36,ممباچڽ دان تيدق مڠرتي دڠن,ممباچڽ دان تيدق مڠرتي دڠن,0.7576928544387205,ممباچڽ دان تيدق مڠرتي دڠن,PRED
1933-02-28_2289_10,ايت ماناقالا يڠ لاءين2 تله,ايت ماناقالا يڠ لاءين2 تله,0.9182422534773266,ايت ماناقالا يڠ لاءين2 تله,PRED
1933-04-26_2124_29,اداله ممباوا دوا اورڠ تومڤڠن,اداله ممباوا دوا اورڠ تومڤڠن,0.985059397915514,اداله ممباوا دوا اورڠ تومڤڠن,PRED
1933-07-06_2868_31,مڠݢوناکن کاکيڽ مڠݢنتيکن ماتڽ. اورڠ,مڠݢوناکن کاکيڽ مڠݢنتيکن ماتڽ اورڠ,0.9985849318206302,مڠݢوناکن کاکيڽ مڠݢنتيکن ماتڽ اورڠ,PRED
1936-12-21_974_71,دان تنتڠ تاهن لاسق باسيکل2,دان تنتڠ تاهن لاسق باسيکل2,0.9982149012745914,دان تنتڠ تاهن لاسق باسيکل2,PRED
1937-12-09_1430_3,راماي ڤاتوت کتاهوءي. اڤ يڠ,راماي ڤاتوت کتاهوءي اڤ يڠ,0.9992956975056182,راماي ڤاتوت کتاهوءي اڤ يڠ,PRED
1940-12-27_683_63,)ڤد موک 17,قد موک 17,0.967596511870053,قد موک 17,PRED
1934-01-29_2511_61,"کڤد ماکننڽ, تيدور لينا دان",کڤد ماکننڽ تيدور لينا دان,0.9989195540969542,کڤد ماکننڽ تيدور لينا دان,PRED
1933-07-13_37_12,مک اي اکن ممرينتهکن اورڠ2ڽا,مک اي اکن ممربنتهکن اورڠ2ڽا,0.9969584243589874,مک اي اکن ممربنتهکن اورڠ2ڽا,PRED
1940-06-17_1983_6,کڤد ستيءوسه يڠ کحرمت مک,کڤد ستيءوسه يڠ کحرمت مک,0.9943943915992144,کڤد ستيءوسه يڠ کحرمت مک,PRED
1933-03-23_1524_35,ايت برککورڠن هرتا بندا دان,ايت برککورڠن هرتا بندا دان,0.9855361678786079,ايت برککورڠن هرتا بندا دان,PRED
1940-12-30_142_6,بوکنڽ هاڽ برلاکو حد ايت,بوکنڽ هاڽ برلاکو حد ايت,0.9986443794338775,بوکنڽ هاڽ برلاکو حد ايت,PRED
1940-07-31_2256_7,ددالمڽ اي برکات اداڤون دالم,ددالمڽ اي بركات اداڤون دالم,0.920963123246637,ددالمڽ اي بركات اداڤون دالم,PRED
1939-05-17_1650_52,"ايت “ملايو بوکن, ايڠݢريس فون",ايت ملايو بوکن ايڠݢريس فون,0.9582655365373931,ايت ملايو بوکن ايڠݢريس فون,PRED
1933-07-24_516_5,اوف جوهور د انتارا انچيق,اوف جوهور د انتارا انچيق,0.9952250943205149,اوف جوهور د انتارا انچيق,PRED
1937-02-18_356_35,اوسياڽ دڠن بربهاݢيا. ___________________ إسلاميک,اوسياڽ دڠن بربهاݢيا 伊斯兰يک,0.9473048718709786,اوسياڽ دڠن بربهاݢيا 伊斯兰يک,PRED
1933-04-22_453_9,مشوارت2ڽا يڠ دحاضيري اوليه اورڠ2,مشوارت2ڽا يڠ دحاضيري اوليه اورڠ2,0.9815139573389262,مشوارت2ڽا يڠ دحاضيري اوليه اورڠ2,PRED
1933-06-27_2675_20,دان ڤراتورن2 تمدون. ساڽ ساله,دان ڤراتورن2 تمدون ساڽ ساله,0.9972669432638589,دان ڤراتورن2 تمدون ساڽ ساله,PRED
1933-05-18_377_18,تله ڤرتام ممبوات ݢول يڠ,تله ڤرتام ممبوات ݢول يڠ,0.8915945003408126,تله ڤرتام ممبوات ݢول يڠ,PRED
1936-10-14_2168_15,منتري لوار بريتيش منتڤکن بهاوا,منتري لوار بربتيش منتڤکن بهاوا,0.9009452128963886,منتري لوار بربتيش منتڤکن بهاوا,PRED
1933-07-04_732_33,دان تياد بوليه مڽالين دان,دان تياد بوليه مڽالين دان,0.997155989554277,دان تياد بوليه مڽالين دان,PRED
1940-11-30_1156_12,نݢري هاڽ هاروس مڠاندوڠي بلنجا,نݢري هاڽ هاروس مڠاندوڠي بلنجا,0.9996061209441256,نݢري هاڽ هاروس مڠاندوڠي بلنجا,PRED
1937-11-09_586_20,ممودهکن اورڠ2 اون دان ڤواق,معودهکن اورڠ2 اون دان ڤواق,0.9122105939005559,معودهکن اورڠ2 اون دان ڤواق,PRED
1940-12-27_681_15,يڠ تله کمنجاءن ياءيت ستله,يڠ ݢله کمنجاءن ياءيت متله,0.896416907397358,يڠ ݢله کمنجاءن ياءيت متله,PRED
1933-04-26_2109_34,مڽيمڤن حق بوليه حاضير د,مڽيمڤن حق بوليه حاضير د,0.9953239962014828,مڽيمڤن حق بوليه حاضير د,PRED
1933-06-27_2678_38,اتاو تيدق”. مک دفهمکن دڠن,"اتاو تيدق"". مک دفهمکن دڠن",0.9986168745162706,"اتاو تيدق"". مک دفهمکن دڠن",PRED
1940-04-05_1038_47,"روڠݢيڠ, بڠساون فنربڠن ‘عجاءيب, وايڠ",روڠݢيڠ بڠساون فنربڠن عجاءيب وايڠ,0.9952773654502686,روڠݢيڠ بڠساون فنربڠن عجاءيب وايڠ,PRED
1933-07-10_2850_12,نبي2 يڠ جادي رسول ايت,نبي2 يڠ جادي رسول ايت,0.9988832825031647,نبي2 يڠ جادي رسول ايت,PRED
1933-03-08_2595_0,ݢمبر اين دأمبيل ڤد هاري,کمبر اين دأمبيل ڤد هاري,0.9117600422663763,کمبر اين دأمبيل ڤد هاري,PRED
1933-04-22_463_115,هالوس برتڤيکن برباݢاي2 ورنا يڠ,هالوس برتقيکن برياݢاي2 ورنا يڠ,0.9421945927897348,هالوس برتقيکن برياݢاي2 ورنا يڠ,PRED
1933-07-18_1456_40,تياد ددڠر اڤ کمالڠن اتاو,تياد ددڠر اڤ کمالڠن 1اتاو,0.9166318599367234,تياد ددڠر اڤ کمالڠن 1اتاو,PRED
1933-05-03_646_2,اتاو اونتوق ديريڽ اڤاكالا سمڤاي,اتاو اونتوق دبريڽ اڤاکالا سمڤاي,0.9524959916917854,اتاو اونتوق دبريڽ اڤاکالا سمڤاي,PRED
1940-12-27_674_14,مالم اهد يڠ لالو لاکون,مالم اهد يڠ لالو لاکون,0.9706725068239087,مالم اهد يڠ لالو لاکون,PRED
1937-03-11_1701_21,دالم بهاس ايت”. واه درڤد,دالم بهاس ايت واه درڤد,0.997857468196231,دالم بهاس ايت واه درڤد,PRED
1933-11-16_191_3,اوليه کران موده بنر هنچور,اوليه کران موده بتر هنچور,0.9923698857760418,اوليه کران موده بتر هنچور,PRED
1940-12-27_683_3,برݢنتوڠ کڤد اهسان جرمن دان,بوݢنتوڠ کڤد اهسان جرمن دان,0.9716141112142558,بوݢنتوڠ کڤد اهسان جرمن دان,PRED
1933-05-24_860_9,دي داتڠ ک کوالا لومڤور,دي داتڠ ک کوالا لومڤور,0.9864199459678464,دي داتڠ ک کوالا لومڤور,PRED
1937-12-09_1434_10,اد لاݢي نبي کمودين درڤدڽ,ادلاݢي نبي کمودين درڤدڽ,0.977775354589997,ادلاݢي نبي کمودين درڤدڽ,PRED
1936-12-21_974_90,بوليه دڤرچاياءي دان تنتڠ تاهن,بوليه دڤرچاياءي دان تنتڠ تاهن,0.9506905609198479,بوليه دڤرچاياءي دان تنتڠ تاهن,PRED
1938-11-29_1267_14,کڤد بڠسا اسيڠ هيڠݢ هابيس,کڤد بڠسا اسيڠ هيڠݢ هابيس,0.9921093338589833,کڤد بڠسا اسيڠ هيڠݢ هابيس,PRED
1934-01-29_2511_32,کرونسيڠن دان کبيمبڠن يڠ دمکين,کرونسيڠن دان کبيمبڠن يڠ دمکين,0.830420482152434,کرونسيڠن دان کبيمبڠن يڠ دمکين,PRED
1933-07-18_1445_2,لبيه دهولو دان انچيق عبد الله,لبيه دهولو دان انچيق عبد الله,0.9907630178700663,لبيه دهولو دان انچيق عبد الله,PRED
1937-11-09_577_4,ترسبوت اوندڠ2 عموم ماءنسي يعني,ترسبوت اوندڠ2 عموم ماءنسي يعني,0.9976782044848738,ترسبوت اوندڠ2 عموم ماءنسي يعني,PRED
1933-03-23_1535_25,ترهوتڠ سبسر2 بودي کڤد يڠ,ترهوتڠ سبسر2 بودي کڤد يڠ,0.9667761023630356,ترهوتڠ سبسر2 بودي کڤد يڠ,PRED
1933-07-15_1059_27,سڤرتي کيلت مک دمکين ايت,سڤرتي کيلت مک دمکين ايت,0.9968942811647822,سڤرتي کيلت مک دمکين ايت,PRED
1933-06-26_2503_31,توان2 ڤوڽا تݢورن ايت تياد,توان2 ڤوڽا تݢگورن ايت تياد,0.9922669103925117,توان2 ڤوڽا تݢگورن ايت تياد,PRED
1933-06-26_2492_8,تله د مولاکن اوليه ڤݢاواي,تله د مولاکن اوليه ڤݢاواي,0.987645883194232,تله د مولاکن اوليه ڤݢاواي,PRED
1933-03-30_480_5,سکرڠ تيدق کورڠ درڤد لݢي,سکرڠ تيدق کورڠ درڤد لݢي,0.9844085262906642,سکرڠ تيدق کورڠ درڤد لݢي,PRED
1933-05-24_847_34,تاڠن يڠ جادي ڤنيڠݢلن اونتوق,تاغن يڠ جادي ڤنيڠݢلن اونتوق,0.7822996267173632,تاغن يڠ جادي ڤنيڠݢلن اونتوق,PRED
1933-05-03_631_13,بربڠسا تيڠݢي اتاو رنده ياءيت,يربڠسا تيڠݢي اتاو رنده ياءيت,0.9467030136554555,يربڠسا تيڠݢي اتاو رنده ياءيت,PRED
1937-11-02_1129_14,مماکنڽ مک اي ايت سأورڠ,مماکنڽ مک اي ايت سأورڠ,0.9930302539913987,مماکنڽ مک اي ايت سأورڠ,PRED
1940-06-29_499_31,حسن يڠ ڤنجڠ لبر ايت,حسن يڠ ڤنجڠ لبرايت,0.9988978655421107,حسن يڠ ڤنجڠ لبرايت,PRED
1940-04-05_1038_36,يڠ دفربواة ددالم اين تاهون,يڠ دفربواة ددالم اين تاهون,0.9980735489333691,يڠ دفربواة ددالم اين تاهون,PRED
1933-03-27_421_37,ڤوکول 7.30 دان 11.45 ڤاݢي,ڤوکول 730 دان 1145 ڤاݢي,0.9970643394605276,ڤوکول 730 دان 1145 ڤاݢي,PRED
1933-05-24_847_41,بارڠ2 لاما يڠ تربڠسا کڤد,بارڠ2 لاما يڠ تربڠسا کڤد,0.8564898837233731,بارڠ2 لاما يڠ تربڠسا کڤد,PRED
1937-11-03_1306_14,سرتا مرتا مڠورڠکن ݢولا ددالم,سرتا مرتا مڠورڠکن ݢولا ددالم,0.9098290287273191,سرتا مرتا مڠورڠکن ݢولا ددالم,PRED
1933-04-28_1238_22,سوك دتاڽ دان تله مموكول,سوک دتاڽ دان تله مموکول,0.8942943401435934,سوک دتاڽ دان تله مموکول,PRED
1938-09-11_1582_30,ايت امت مشهور. اکن تتاڤي,ايت امت مشهور اکن تتافي,0.9878257378967844,ايت امت مشهور اکن تتافي,PRED
1940-12-18_1722_32,ساڠت ݢمبيرا مليهت اختيار اونتوق,ساغت ݢمبيرا مليهت اختيار اونتوق,0.8934764814034022,ساغت ݢمبيرا مليهت اختيار اونتوق,PRED
1940-12-30_142_7,سهاج تتاڤي کأداءن ايت سماکين,سهاج تتاڤي کأداءن ايت سماکين,0.9532376820825359,سهاج تتاڤي کأداءن ايت سماکين,PRED
1933-12-09_2799_8,باليق درڤد ممريقسا اورڠ ماتي,باليق درڤد ممربقسا اورڠ ماتي,0.9552731570165284,باليق درڤد ممربقسا اورڠ ماتي,PRED
1933-06-27_2692_9,سديکيت برت کڤد بهاي يڠ,سديکيت برت کڤد بهاي يڠ,0.9798195116137512,سديکيت برت کڤد بهاي يڠ,PRED
1933-06-30_2531_5,کڤدڽ تيمبڠنڽ. دان بوکنڽ اورڠ2,کڤدڽ تيمبڠنڽ دان بوکݢڽ اورڠ2,0.992978938272375,کڤدڽ تيمبڠنڽ دان بوکݢڽ اورڠ2,PRED
1933-06-27_2703_21,د سيسي (سامبوڠنڽ ڤد موک,د سيسي سامبوڠنڽ ڤد موک,0.8986064736536568,د سيسي سامبوڠنڽ ڤد موک,PRED
1938-08-06_1511_17,ڤلجرنڽ دلم بهسڽ سنديري. ي,ڤلجرنڽ دلم بهسڽ منديري ي,0.9311343364457306,ڤلجرنڽ دلم بهسڽ منديري ي,PRED
1940-09-28_1809_15,دڠن اڤ حال دان چارا,دڠن اڤ حال دان چارا,0.9999460923063908,دڠن اڤ حال دان چارا,PRED
