Identifier,ground_truth,prediction,confidence,chosen_text,chosen_source
1938-08-06_1511_17,ڤلجرنڽ دلم بهسڽ سنديري. ي,ڤلجرنڽ دلم بهسڽ منديري ي,0.9312215062362873,ڤلجرنڽ دلم بهسڽ منديري ي,PRED
1940-09-28_1809_15,دڠن اڤ حال دان چارا,دڠن اڤ حال دان چارا,0.9999453293274173,دڠن اڤ حال دان چارا,PRED
1940-12-10_362_57,کجادين ڤربحثن دانتارا ساي دڠن,کجادين ڤريحثن دانتارا ساي دڠن,0.9165376153189635,کجادين ڤريحثن دانتارا ساي دڠن,PRED
1933-07-18_1446_32,حال عالم2 ڤڠاکڤ. دان ساي,حال عالم2 ڤڠاکڤ دان ساي,0.9952199138103762,حال عالم2 ڤڠاکڤ دان ساي,PRED
1937-10-27_2487_36,اورڠ2 يهودي دان بارڠ يڠ,اورڠ2 يهودي دان بارڠ يڠ,0.9989688723159426,اورڠ2 يهودي دان بارڠ يڠ,PRED
1939-03-04_1752_8,تياد سأورڠ ڤون درڤد علماء,تياد سأورڠ ڤون درڤد علماء,0.9512402353784687,تياد سأورڠ ڤون درڤد علماء,PRED
1933-07-22_1372_3,ترکنل باءيق اين يڠ اد,ترکنل باءيق اين يڠ اد,0.9844893743651341,ترکنل باءيق اين يڠ اد,PRED
1940-05-17_2646_23,ڤد حالڽ درجه اتاو موتو,ڤد حالڽ درجه اتاو موتو,0.9985437271150338,ڤد حالڽ درجه اتاو موتو,PRED
1939-03-04_1752_17,عمل (ڤربوتن) سأورڠ درڤد مريک,عمل ڤربوتن سأورڠ درڤد مريک,0.9908275047424988,عمل ڤربوتن سأورڠ درڤد مريک,PRED
1941-01-02-v3_1571_40,دڠن قدر ماسيڠ2 مريڠنکن تڠݢوڠن,دڠن قدر ماسيڠ2 مريڠنکن تڠݢوڠن,0.99931406688664,دڠن قدر ماسيڠ2 مريڠنکن تڠݢوڠن,PRED
1937-10-28_805_44,داتڠ ددالم سورة _____________________________________________________ (سامبوڠنڽ,داتڠ ددالم سورة _______________________________(سامبوڠنڽ,0.9852570297027857,داتڠ ددالم سورة _______________________________(سامبوڠنڽ,PRED
1940-09-03_2133_5,عرب ايت درڤد انق چوچو,عرب ايت درڤد انق چوچو,0.8616795585414639,عرب ايت درڤد انق چوچو,PRED
1933-04-25_1027_35,دالم فرينتهن سماچم ايت مک,دالم فرينتهن سماجم ايت مک,0.9502170248856725,دالم فرينتهن سماجم ايت مک,PRED
1940-10-03_2445_10,"ڤندودوق کلنتن اياله سباڽق 401,195",ڤندودوق کلنتن اياله سباڽق 401195,0.9858593206823131,ڤندودوق کلنتن اياله سباڽق 401195,PRED
1933-04-25_1024_37,تله برستوجو ممڤرهنتيکن ڤرموسوهن دڠن,تله برستوجو ممڤرهنتيکن ڤرموسوهن دڠن,0.9790387406432027,تله برستوجو ممڤرهنتيکن ڤرموسوهن دڠن,PRED
1941-01-13_325_8,سيڠافورا سمنجق 10 تاهون دهولو,سيڠافورا سمنجق 10 تاهون دهولو,0.997746421164749,سيڠافورا سمنجق 10 تاهون دهولو,PRED
1933-07-01_1742_9,.کمڤاني ليميتد سيڠافورا,کمڤاني ليميتد سيڠافورا,0.906824870973711,کمڤاني ليميتد سيڠافورا,PRED
1933-04-21_2328_11,ايت دڠن ممبيارکن ڤيهق يڠ,ايت دڠن ممبيارکن ڤيهق يڠ,0.9997464914706119,ايت دڠن ممبيارکن ڤيهق يڠ,PRED
1937-04-22_1942_3,واڠي اوبت رامبوت مرنتيکن لوروه,واڠي اوبت وامبوت مرنتيکن لوروه,0.9703070640818693,واڠي اوبت وامبوت مرنتيکن لوروه,PRED
1940-03-30_726_47,يڠ سست ايت دانتارا اومت,يڠ سست ايت دانتارا اومت,0.9986018844365769,يڠ سست ايت دانتارا اومت,PRED
1937-03-30_1997_25,دباسوه توجوه کالي کران منجونجوڠ,دباسوه توجوه کالي کران منجوتجوڠ,0.9639004961415818,دباسوه توجوه کالي کران منجوتجوڠ,PRED
1933-06-28_61_34,.برتيڠݢيق د اتس ساتو ڤاݢر,برتيڠݢيق د اتس ساتو ڤاݢر,0.9985533096898717,برتيڠݢيق د اتس ساتو ڤاݢر,PRED
1940-04-01_2343_21,إسلام ايت ستڠه درڤد سبنر2,إسلام ايت ستڠه درڤد سبنر2,0.9899373439622275,إسلام ايت ستڠه درڤد سبنر2,PRED
1940-05-17_2641_10,دريحال لاءين2 ڤرسکوتوان کبڠساءن سڤرتي,دريحال لاءين2 ڤرسکوتوان کبڠساecn سڤرتي,0.9954302089106863,دريحال لاءين2 ڤرسکوتوان کبڠساecn سڤرتي,PRED
1933-07-20_2040_17,دتوتوڤ سکالي ڤينتوڽ اکن تتاڤي,دتوتوڤ سکالي ڤينتوڽ اکن تتافي,0.992004507871066,دتوتوڤ سکالي ڤينتوڽ اکن تتافي,PRED
1933-03-22_2085_35,اومت2 دان بڠسا2 دان اݢام,اومت2 دان بڠسا2 دان اݢام,0.9842263349188705,اومت2 دان بڠسا2 دان اݢام,PRED
1940-08-13_1825_24,کڤد بڽق حديث يڠ ستڠهڽ,کڤد بڽق حديث يڠ ستڠهڽ,0.9969473302965035,کڤد بڽق حديث يڠ ستڠهڽ,PRED
1940-08-08_1595_28,تيادله ترکلوار درڤد کأداءنڽ درڤد,تيادله ترکلوار درڤد کأداينڽ درڤد,0.9948721775914945,تيادله ترکلوار درڤد کأداينڽ درڤد,PRED
1940-12-18_1722_8,سلاماڽ تيدق ممودهکن کيت باݢي,سالاماڽ تيدق ممودهکن کيت باݢي,0.7024159222534223,سلاماڽ تيدق ممودهکن کيت باݢي,GT
1933-07-05_77_16,تيدق دکرسي اتس إسلام يڠ,تيدق دکرسي اتس إسلام يڠ,0.9094784985145686,تيدق دکرسي اتس إسلام يڠ,PRED
1937-01-11_2839_4,سجوق درڤد بوڠا2 د ݢونوڠ,سجوق درڤد بوڠا2 د ݢونوڠ,0.9850479239891189,سجوق درڤد بوڠا2 د ݢونوڠ,PRED
1937-06-17_835_18,مشوارت يڠ د اتس ايت,مشوارت يڠ د اتس ايت,0.9518982423382465,مشوارت يڠ د اتس ايت,PRED
1940-10-03_2445_6,"ممڤوڽاءي ڤندودوق سباڽق 654,436 درڤدڽ",مڤوڽاءي ڤندودوق سباڽق 654436 درڤدڽ,0.7687411446373958,"ممڤوڽاءي ڤندودوق سباڽق 654,436 درڤدڽ",GT
1937-11-08_305_50,رونسيڠ مابوق درڤد مينومن کرس,رونسيڠ مابوق درڤد مينومن كرس,0.9541963971879355,رونسيڠ مابوق درڤد مينومن كرس,PRED
1933-03-30_484_38,اوليه کتوا2 ڤواق يڠ مڽمبه,اوليه کتوا2 ڤواق يڠ مڽمبه,0.8688828846992317,اوليه کتوا2 ڤواق يڠ مڽمبه,PRED
1940-04-04_1319_43,يڠ واجب اتسڽ بربوات ڤد,يڠ واجب اتسڽ بربوات ڤد,0.9717243945100648,يڠ واجب اتسڽ بربوات ڤد,PRED
1937-10-19_1016_9,ڤلواڠ اين سيلاله داتڠ ک,ڤلواڠ اين سيلاله داتڠ ک,0.9622114026233614,ڤلواڠ اين سيلاله داتڠ ک,PRED
1933-07-24_515_29,ايت ياءيت تمڤت ڤرايدرنڽ اي,ايت ياءيت تمڤت ڤرايدونڽ اي,0.9958467270308446,ايت ياءيت تمڤت ڤرايدونڽ اي,PRED
1934-01-29_2511_6,سوسو يڠ برسيه دان کاي,سوسو يڠ برسيه دان کاي,0.996139073721645,سوسو يڠ برسيه دان کاي,PRED
1933-07-04_744_3,سديکيت درڤد سورتن2 توان دوکتور,سديکيت درڤد سورتن2 توان دوکتور,0.998762089430242,سديکيت درڤد سورتن2 توان دوکتور,PRED
1941-01-11_2513_28,سکتن2ڽا سوڤايا موسوه جاڠن منريما,سکتن2ڽا سوڤايا موسوه جاڠن منريما,0.9956124092105585,سکتن2ڽا سوڤايا موسوه جاڠن منريما,PRED
1937-11-08_290_5,اد د دالم سبارڠ ماس,اد د دالم سبارڠ هاس,0.9898866947485272,اد د دالم سبارڠ هاس,PRED
1939-05-13_202_16,کڤد اورڠ2 يڠ برڤڽاکيت تکبور,کڤد اورڠ2 يڠ برڤڽاکيت تکبور,0.9985832213682,کڤد اورڠ2 يڠ برڤڽاکيت تکبور,PRED
1940-12-18_1723_6,ددالم تراب2 دان اخير ڤرڠ,ددالم تراب2 دان اخير ڤرڠ,0.9920495574634743,ددالم تراب2 دان اخير ڤرڠ,PRED
1937-04-02_1901_6,سهاج ساي تمبهکن سديکيت2 کترڠن,سهاج ساي تمبهکن سديکيت2 کترڠن,0.9910171738901631,سهاج ساي تمبهکن سديکيت2 کترڠن,PRED
1934-03-01_601_39,يڠ برکسلمتن دن برفءيده کڤد,يڠ برکسلمتن دن برفءيده کڤد,0.9151749875005383,يڠ برکسلمتن دن برفءيده کڤد,PRED
1933-07-25_390_7,معنا دان مڠيکوت ڤرينته دان,معنا دان مڠيکوت ڤرينته دان,0.9996921625237327,معنا دان مڠيکوت ڤرينته دان,PRED
1940-10-11_983_33,ايت اياله دڠن ڤواسا برڤاکاين,ايت اياله دڠن ڤواسا برڤاکاين,0.9809892145992392,ايت اياله دڠن ڤواسا برڤاکاين,PRED
1936-10-14_2168_1,دان باݢي ساتو ماس يڠ,دان باݢي ساتو ماس يڠ,0.9976398215481797,دان باݢي ساتو ماس يڠ,PRED
1933-04-26_2115_43,ددعوا د هادڤن حاکيم داءيره,ددعوا د هادڤن حاکيم داءيره,0.9911737593992592,ددعوا د هادڤن حاکيم داءيره,PRED
1933-07-13_33_29,اڤ2 يڠ تيدق اورڠ عاريف,اڤ2 يڠ تيدق اورڠ عاريف,0.982147389399522,اڤ2 يڠ تيدق اورڠ عاريف,PRED
1937-04-06_651_24,دان ماسيهله لاݢي اورڠ2ڽا اد,دان ماسيهله لاݢي اورڠ2ڽا اد,0.9730718265076713,دان ماسيهله لاݢي اورڠ2ڽا اد,PRED
1937-06-17_835_9,دالم کلڠکڤن ڤڤرڠن مک ݢرية,دالم کلڠکڤن ڤقرڠن مک ݢرية,0.99456159419825,دالم کلڠکڤن ڤقرڠن مک ݢرية,PRED
1940-12-31_707_32,ايت لواس کاوسنڽ تراوتامڽ کراجاءن,ايت لواس کاوسنڽ تراوتامڽ کراجاءن,0.9659346763281949,ايت لواس کاوسنڽ تراوتامڽ کراجاءن,PRED
1933-07-03_1121_47,تتاڤي سمبهيڠ ايت هاروس ڤولا,تتاڤي سمبهيڠ ايت هاروس ڤولا,0.9595805361710255,تتاڤي سمبهيڠ ايت هاروس ڤولا,PRED
1937-11-09_587_14,ايت دان اداکه ڤاتوت سسأورڠ,ايت دان اداکه ڤاتوت سسأورڠ,0.9997752934897038,ايت دان اداکه ڤاتوت سسأورڠ,PRED
1933-07-29_112_21,”. ارتيڽ اداکه ڤاتوت کامو,ارتيڽ اداکه ڤاتوت کامو,0.8781750156956669,ارتيڽ اداکه ڤاتوت کامو,PRED
1933-07-24_515_36,دان تياد هاروس تقصير درڤد,دان تياد هاروس تقصير درڤد,0.9994931505698552,دان تياد هاروس تقصير درڤد,PRED
1933-07-13_37_5,ڤرينتهڽ تيدق اكن ملاون اورڠ2,ڤرينتهڽ تيدق اکن ملاون اورڠ2,0.9190424036097575,ڤرينتهڽ تيدق اکن ملاون اورڠ2,PRED
1940-12-06_269_8,ايت دهانتر کڤدڽ منوروت قدر,ايت دهانتر کڤدڽ منوروت قدر,0.9660183565650272,ايت دهانتر کڤدڽ منوروت قدر,PRED
1933-04-21_2327_36,د رومه ايت. اڤابيلا دڤريقسا,د رومه ايت اڤابيلا دڤريقسا,0.9981723784836268,د رومه ايت اڤابيلا دڤريقسا,PRED
1933-07-03_1125_3,دڤرينتهکن سوڤايا جاڠن مڠݢڠݢو لاݢي,دڤرينتهکن سوڤايا جاڠن مڠݢڠݢو لاݢي,0.9872287115007768,دڤرينتهکن سوڤايا جاڠن مڠݢڠݢو لاݢي,PRED
1939-09-01_1384_13,باݢيڽ حتى کڤد جاوتن2 ڤمرينته,باݢيڽ حتى کڤد جاوتن2 ڤمرينته,0.9897348329772883,باݢيڽ حتى کڤد جاوتن2 ڤمرينته,PRED
1933-07-06_2887_4,دمقين ايت اياله ڤڠاجرن دان,دمقين ايت اياله ڤڠاجرن دان,0.9336522143605256,دمقين ايت اياله ڤڠاجرن دان,PRED
1940-12-26_159_22,تتڤکنله هاتي دان تروسکن برتاهن,تتفکنله هاتي دان تروسکن برتاهن,0.9512931230945942,تتفکنله هاتي دان تروسکن برتاهن,PRED
1933-06-27_2692_42,تله دليڠکوڠي اوليه ڤڽرو2 اݢام2,تله دليڠکوڠي اوليه ڤڽرو2 اݢام2,0.9942855527426597,تله دليڠکوڠي اوليه ڤڽرو2 اݢام2,PRED
1937-04-07_155_29,اجتهاد دان اختلافڽ رهمة تتاڤي,اجتهاد دان اختلافڽ رهمة تتاڤي,0.995018657821695,اجتهاد دان اختلافڽ رهمة تتاڤي,PRED
1933-04-26_2123_36,.اکن دمقامکن ڤد هاري اين,اکن دمقامکن ڤد هاري اين,0.9893647434499266,اکن دمقامکن ڤد هاري اين,PRED
1933-04-25_1019_20,مريک هندق منولوڠ د سبله,مريک هندق منولوڠ د سبله,0.9930383344406738,مريک هندق منولوڠ د سبله,PRED
1939-05-17_1643_6,منيڠݢلکن توليسن بهس مليو حروف,منيڠݢلكن توليسن بهس مليو حروف,0.9983266241538229,منيڠݢلكن توليسن بهس مليو حروف,PRED
1941-01-06_2628_1,ماس يڠ لالو کيت تله,ماس ييڠ لالو کيت تله,0.9903547917662799,ماس ييڠ لالو کيت تله,PRED
1937-11-30_2382_9,بربقتي دڠن مڠرجاکن سݢالا ڤرينته,بربقتي دڠن مڠرجاکن سݢالا ڤرينته,0.9497984505210271,بربقتي دڠن مڠرجاکن سݢالا ڤرينته,PRED
1933-03-08_2586_6,دتاهن ترڤلنتيڠ کڤالا همڤا کسمبوهن,دتاهن ترڤلنتيڠ کڤالا همڤا کسمبوهن,0.890878782760629,دتاهن ترڤلنتيڠ کڤالا همڤا کسمبوهن,PRED
1940-06-03_1388_14,تله تردهولو ايت اکن اڤ2,تله تردهولو ايت اکن اڤ2,0.9768009460876327,تله تردهولو ايت اکن اڤ2,PRED
1939-09-01_1381_5,.لاماڽ يڠ براني. بهکن سباليقڽ,لاماڽ يڠ براني بهکن سباليقڽ,0.9776606898437205,لاماڽ يڠ براني بهکن سباليقڽ,PRED
1933-05-02_231_26,دن نجيڠ2 يڠ تيد ممکي,دن نجيڠ2 يڠ تيد مکي,0.9956039525030008,دن نجيڠ2 يڠ تيد مکي,PRED
1937-11-02_1129_30,معن يت يت دڠن سچوکوڤڽ,معن بت بت دڠن سچوکوڤڽ,0.8024570953874202,معن بت بت دڠن سچوکوڤڽ,PRED
1941-02-05_939_33,ممبري حصيل يڠ بءيق يڠ,ممبدي حصيل يڠ بءيق يڠ,0.7381531082382964,ممبري حصيل يڠ بءيق يڠ,GT
1933-07-06_2876_25,.ايم اد دسدياکن تياڤ2 هاري,ايم اد دسدياکن تياڤ2 هاري,0.9995469341124257,ايم اد دسدياکن تياڤ2 هاري,PRED
1937-12-09_1436_9,مک دسيني اداله کدوا2ڽا ايت,مک دسيني اداله کدوا2ڽ ايت,0.9974074910676073,مک دسيني اداله کدوا2ڽ ايت,PRED
1933-07-24_530_7,جم يڠ لاما ترديري د,جم يڠ لاما ترديري د,0.9837721016743686,جم يڠ لاما ترديري د,PRED
1933-03-30_493_0,____________تودوهن ملاريکن سأورڠ ڤرمڤوان ,______________تودوهن ملاربکن سأورڠ ڤرمڤوان,0.8717429586484736,______________تودوهن ملاربکن سأورڠ ڤرمڤوان,PRED
1933-03-22_2087_13,ايات درڤد ݢورو2 بهاس چينا,ايات درڤه ݢورو2 بهاس چينا,0.8882469069833597,ايات درڤه ݢورو2 بهاس چينا,PRED
1937-04-22_1938_40,يڠ ماسوق برارق 80 اورڠ,يڠ ماسوق برارق 80 اورڠ,0.9994813196113527,يڠ ماسوق برارق 80 اورڠ,PRED
1940-07-30_2857_4,ساي ترڠکن اف ارتيڽ خطبه,ساي ترڠکن اف ارتيڽ خطبه,0.9807419412510103,ساي ترڠکن اف ارتيڽ خطبه,PRED
1933-02-28_2311_39,باڽق-باڽق دان هيتوڠله اکو باڽق,باڽق باڽق دان هيتوڠله اکو باڽق,0.9661483790890657,باڽق باڽق دان هيتوڠله اکو باڽق,PRED
1938-06-13-v2_1802_4,ايروفه تياد اكن منريما انق2,ايروفه تياد اکن منريما انق2,0.9566395237445678,ايروفه تياد اکن منريما انق2,PRED
1938-11-29_1267_0,راج2 ملايو مماسوقکن بڠسا اسيڠ,راج2 ملايو مماسوقکن بڠسا اسيڠ,0.9911789475544959,راج2 ملايو مماسوقکن بڠسا اسيڠ,PRED
1933-07-06_2893_3,ال استاذ ايت کلوار درڤد,ال استاذ ايت کلوار درڤد,0.9948251209567048,ال استاذ ايت کلوار درڤد,PRED
1936-11-10_1263_36,مڠوبه دان ممبوات. ڤمبوات چرمين,مڠوبه دان ممبوات ڤمبوات چرمين,0.9933076253980926,مڠوبه دان ممبوات ڤمبوات چرمين,PRED
1937-09-30_2934_10,.يڠ ترسبوت دباوه اين,يڠ ترسبوت دباوه اين,0.965445232419226,يڠ ترسبوت دباوه اين,PRED
1933-04-22_451_28,برفيکير ياءيت اداله ساتو کچندروڠن,برفيکير ياءيت اداله ساتو کچندروڠن,0.9935755381920512,برفيکير ياءيت اداله ساتو کچندروڠن,PRED
1933-07-20_2039_43,يڠ اياڽ ايتوله تمڤت ڤربنتهن,يڠ اياڽ ايتوله تمڤت ڤربنتهن,0.9849317328449653,يڠ اياڽ ايتوله تمڤت ڤربنتهن,PRED
1933-07-18_1456_44,دان اڠين ايت تيدقله جوݢ,دان اڠين ايت تيدقله جوݢ,0.9988596635383235,دان اڠين ايت تيدقله جوݢ,PRED
1935-05-03_2775_9,کاولن سيڠافورا دان ملفظکن کرايأن,کاولن سيڠافورا دان ملفظکن کرايأن,0.9960178455760608,کاولن سيڠافورا دان ملفظکن کرايأن,PRED
1933-07-06_2890_3,.دمينوم تياڤ2 هاري سڤنجڠ تاهون,دمينوم تيڤ2 هاري سڤنج تاهون,0.7603697854257455,.دمينوم تياڤ2 هاري سڤنجڠ تاهون,GT
1940-04-01_2341_7,برکناءن دڠن راوي2 ايت درڤد,برکناءن دڠن راوي2 ايت درڤد,0.9884232624723416,برکناءن دڠن راوي2 ايت درڤد,PRED
1940-08-19_2664_24,کڤد کيت توجوان ايات “[تيک‌س,کڤد کيت توجوان ايات تيکس,0.9849587270394831,کڤد کيت توجوان ايات تيکس,PRED
1940-08-30_967_43,.يڠ تربسر دتيمور,يڠ تريسر دتيمور,0.8702578751279674,يڠ تريسر دتيمور,PRED
1933-07-26_2738_6,ساتو کاکي ڤرسݢي. کبنرن2 کران,ساتو کاکي ڤرسݢي کبندن2 کران,0.9793635243234544,ساتو کاکي ڤرسݢي کبندن2 کران,PRED
1940-12-06_263_5,سقيراڽ ڤرقاتاءن ڤمرينته ايت د,سݢيدراڽ ڤرفاتاءن ڤمربينته ايت د,0.8554378587914948,سݢيدراڽ ڤرفاتاءن ڤمربينته ايت د,PRED
1933-07-31_2377_33,واجب د اتس تياڤ2 اورڠ,واجب د اتس تياڤ2 اورڠ,0.9742944431031758,واجب د اتس تياڤ2 اورڠ,PRED
1940-06-05_545_9,کوالا لاڠت ياءيت دري کامڤوڠ,کوالا لاڠت ياءيت دري کامڤوڠ,0.9109517754469799,کوالا لاڠت ياءيت دري کامڤوڠ,PRED
1937-10-22_1420_1,لبيه درڤد کقواتن اوق. مک,لبيه درڤد کقواتن اوق مک,0.992220779169621,لبيه درڤد کقواتن اوق مک,PRED
1933-07-06_2868_30,منريماڽ دڠن منرڠکن ياءيت اي,منريماڽ دڠن منرڠکن ياءيت اي,0.8840875865160607,منريماڽ دڠن منرڠکن ياءيت اي,PRED
1939-03-04_1756_17,ايات قرءان يڠ اي تله,ايات قرءان يڠ اي تله,0.8161507256727161,ايات قرءان يڠ اي تله,PRED
1940-04-02_431_6,دوکاچيتا د اتس چادڠن يڠ,دوکاچيتا د اتس چادڠن يڠ,0.9913553094093848,دوکاچيتا د اتس چادڠن يڠ,PRED
1933-07-17_1769_15,منيستا مڠاتاکن دي درڤد اورڠ2,منيستا مڠاتاکن دي درڤد اورڠ2,0.9949192435726971,منيستا مڠاتاکن دي درڤد اورڠ2,PRED
1940-09-13_1668_44,يڠ منرڠکن کتنتوان ماس کداتڠن,يڠ منرڠکن کنتتوان ماس کداتڠن,0.9947348009862254,يڠ منرڠکن کنتتوان ماس کداتڠن,PRED
1933-07-08_573_1,اداله ممشهورکن ياءيت کيت اد,اداله ممشهورکن ياءيت کيت اد,0.9703733954300046,اداله ممشهورکن ياءيت کيت اد,PRED
1936-12-21_974_98,!کوالا لومفور. دليل يڠ ترڠ,کوالا لومفور دليل يڠ ترڠ,0.9948059721826037,کوالا لومفور دليل يڠ ترڠ,PRED
1933-05-24_860_40,تياد دکتاهوءي ڤد وقتو دي,تياد دکتاهوءي ڤد وقتو دي,0.9703351119478257,تياد دکتاهوءي ڤد وقتو دي,PRED
1940-12-18_1723_34,تيبا2 لڽڤله اساس ديموکراسي مريک,تيبا2 لڽڤله اساس ديموكراسي مريک,0.9176995624498051,تيبا2 لڽڤله اساس ديموكراسي مريک,PRED
1938-09-11_1581_39,ايت ڤولا ڤد ڤڠکت يڠ,ايت ڤولا ڤد ڤڠکت يڠ,0.9993293709932566,ايت ڤولا ڤد ڤڠکت يڠ,PRED
1940-09-28_1809_19,"صيفت اهلي صوفي, اد کالاڽ",صيفت اهلي صوفي اد کالاڽ,0.998835554194074,صيفت اهلي صوفي اد کالاڽ,PRED
1940-04-02_431_19,ڤرسقوتوان سرتا دمينتا فيقيرن درڤد,ڤرسقوتوان سرتا دمينتا فيقييرن درڤد,0.8954659610583541,ڤرسقوتوان سرتا دمينتا فيقييرن درڤد,PRED
1933-07-08_571_16,"رابو, خميس دان جمعة ڤد",رابو خميس دان جمعة ڤد,0.9934410879606649,رابو خميس دان جمعة ڤد,PRED
1933-12-08_2421_15,ڤرتاڽاءن يڠ ترسبوت دي تس,ڤرتاڽاءن يڠ ترسبوت دي تس,0.9637658856028839,ڤرتاڽاءن يڠ ترسبوت دي تس,PRED
1937-12-11_1814_31,کران اکو تله بردعاء دڠن,کران اکو تله بردءاء دڠن,0.9749034142831208,کران اکو تله بردءاء دڠن,PRED
1940-12-30_147_11,هاري کمودينڽ کراجاءن مها بسر,هاري کمودينڽ کراجاءن مها بسر,0.9240385193144819,هاري کمودينڽ کراجاءن مها بسر,PRED
1937-11-08_299_15,.ڤد مڠهيلڠکن بوسوق دالم ڤروت,ڤد مڠهيلڠکن بوسوق دالم ڤروت,0.9968453609354285,ڤد مڠهيلڠکن بوسوق دالم ڤروت,PRED
1937-03-12_1252_20,ماجوڽ ڤد زمان دهولو دان,ماجوڽ ڤد زمان دهولو دان,0.9092629762581668,ماجوڽ ڤد زمان دهولو دان,PRED
1937-03-10_1884_5,سهاج امام2 يڠ لاءين2 ڤون,سهاج امام2 يڠ لاءين2 ڤون,0.9880278927658148,سهاج امام2 يڠ لاءين2 ڤون,PRED
1938-11-17_2997_36,.اين ڤون بلوم دداڤتي,اين ڤون بلوم دداڤتي,0.9999198665061427,اين ڤون بلوم دداڤتي,PRED
1933-06-28_60_23,مک اڤابيلا توان تله مڠتاهوءي,مک اڤابيلا توان تله مڠتاهوءي,0.9973279889979565,مک اڤابيلا توان تله مڠتاهوءي,PRED
1940-12-03_1948_4,هيدوڤ دتڠه2 رعيت يڠ جوݢ,هيدوڤ دتڠ٥2 رعيت يڠ جوݢ,0.9958122162864287,هيدوڤ دتڠ٥2 رعيت يڠ جوݢ,PRED
1933-06-26_2492_41,سبهاݢين درفد کڽاتاءن سقسي دان,سبهاݢين دوفد کڽاتءن سقسي دان,0.8703698784313746,سبهاݢين دوفد کڽاتءن سقسي دان,PRED
1933-04-28_1231_15,د سان. مانيق عام سأورڠ,د سان مانيق عام سأورڠ,0.9730365647126876,د سان مانيق عام سأورڠ,PRED
1937-11-11_2843_34,اڠکتکن کلاڠيت دان اي اکن,اڠکتکن کلاڠيت دان اي اکن,0.9973104539166625,اڠکتکن کلاڠيت دان اي اکن,PRED
1941-02-05_942_25,ببراڤ بولن کمودينڽ دڠن فرانس,ببراڤ يولن کمودينڽ دڠن فرانس,0.9297553737524182,ببراڤ يولن کمودينڽ دڠن فرانس,PRED
1933-06-28_61_7,مڠتکن يڠ لله يت تيد,مڠتکن يڠ لله يت تيد,0.9957874075927775,مڠتکن يڠ لله يت تيد,PRED
1933-05-04_1196_19,ايت اکن منجادي دڠن اتورن,ايت اکن منجاهي دڠن اتون,0.9994934584697035,ايت اکن منجاهي دڠن اتون,PRED
1937-12-11_1814_10,ستڠهڽ ماريله کيت منداڤتکن ادم,ستڠهڽ ماريله کيت منداڤتکن ادم,0.9946258274129665,ستڠهڽ ماريله کيت منداڤتکن ادم,PRED
1939-05-17_1649_32,اوليه حروف رومي دڠن باواءن,اوليه حروف رومي دڠن باوءن,0.9939078069683357,اوليه حروف رومي دڠن باوءن,PRED
1939-03-02_2183_4,بکس دان تنتو اي مريڠنکن,بکس دان تنتو اي مريڠنکن,0.9995309795368912,بکس دان تنتو اي مريڠنکن,PRED
1937-11-05_773_42,اکو مڽمڤايکن کڤد کامو اڤ2,اکو مڽمڤايکن کڤد کامو اڤ2,0.9976563330901482,اکو مڽمڤايکن کڤد کامو اڤ2,PRED
1940-12-26_163_5,منمبه سليرا دان مڽمبوهکن ݢڠݢوان,منمبه سليرا دان مڽمبوهکن ݢڠݢوان,0.8819007421456087,منمبه سليرا دان مڽمبوهکن ݢڠݢوان,PRED
1941-01-02-v3_1577_5,ملݢاکن برنفس دان راسڽ ڤون,ملݢاکن برنفس دان راسڽ ڤون,0.9982262339723813,ملݢاکن برنفس دان راسڽ ڤون,PRED
1933-04-25_1029_28,تورون ک باوه اڤابيلا غاءيب,تورون ک باوه اڤابيلا غاءيب,0.9859987295021791,تورون ک باوه اڤابيلا غاءيب,PRED
1933-04-21_2328_1,دڠن توجوان هندق منجاديکن کراجاءن,دڠن توجوان هندڤ منجاديکن کراجاءن,0.9995966744138641,دڠن توجوان هندڤ منجاديکن کراجاءن,PRED
1940-10-15_2404_17,يڠ ترڠ اتس ککافيرنڽ. دڠن,يڠ ترڠ اتس ککافيرنڽ دڠن,0.9982070696263251,يڠ ترڠ اتس ککافيرنڽ دڠن,PRED
1933-04-26_2124_30,ياءيت سأورڠ بڠسا انديا دان,ياءبيت سأورڠ بڠسا انديا دان,0.8235136523163227,ياءبيت سأورڠ بڠسا انديا دان,PRED
1937-11-10_2229_37,تله جاديکن کامو درڤد لاکي2,تله جاديکن کامو درڤد لاکي2,0.9954323483452017,تله جاديکن کامو درڤد لاکي2,PRED
1937-01-21_2049_31,دبيارکن کورڠ ماکن. اڤابيلا اي,دبيارکن کورڠ ماکن اڤابيلا اي,0.9801869845713741,دبيارکن کورڠ ماکن اڤابيلا اي,PRED
1939-05-17_1648_24,مليسيا ايت مڠمبيل ڤڠرتين يڠ,مليسيا ايت مڠمبيل ڤڠرتين يڠ,0.9546922107095875,مليسيا ايت مڠمبيل ڤڠرتين يڠ,PRED
1940-03-30_726_29,ملايو يڠ سديا ايڠت دان,ملايو يڠ سديا ايڠت دان,0.9772283379489729,ملايو يڠ سديا ايڠت دان,PRED
1933-05-24_856_43,ايت دکاتاکن اياله سأورڠ چينا,ايت دکاتاکن اياله سأورڠ چينا,0.9890277607149882,ايت دکاتاکن اياله سأورڠ چينا,PRED
