ground_truth,prediction,confidence
مڠادکن رونديڠن دڠن تون,م福德کن رولديين دڠن سون,0.7253367708017326
"فيلم ""جمباتن موت"" اراهن ماروتي",فيلم جمباتن موت اراهن ماروتي,0.9912714013963165
کامي فد 9 هاريبولن,کامي فد 5 في,0.8746945816292346
اوݢسة، 1963 دان دري,الاوليسه,0.37107756392796043
تاوارن٢ اداله دفلاوا انتوق منوکر کرج دوا بواه فارم,تاوارن٢ ادلة دنلرا انتون منکور تأرييد ياساو,0.5279520576950414
کفد کرج اوتوما بيق ددالم سلة کلڠ اوتارا.,کڤج وتومايق ددالم سلة کڤة اولم,0.756842481648547
فرتنديڠن سوکن يڠ باکل,فوف تندن سوکن يڠ باکل,0.6257131012721241
"هاتي...."".",,0.0
تنجوق فراسان ايت,منجوقڤن لاسان اح,0.5826961489653214
سوأل فنينجاو,سوال فنينجاو,0.8770019744083096
بڠسا٢ برساتو 16,بڠسا٢ برساتو10,0.835726926654078
اوݢسة ـ سئورڠ جروبچارا,اوکسة  سنورڠ جويبيرا,0.6763455775620694
فنديديقئن رعية بوکية تيمه اکن مڠنجورکن,فنديديقن رعية بوکة تيم اکن مڠنجورکن,0.8267172831514227
ايت دمنتا برهوبڠ دن أ. محمد ادريس،,ايت دمنتا برهويڠ دن ١ محمد ادرين,0.8085579475984737
"کورسوس ""مڽلڠݢار اکن ميت"" فد بولن دفن",کوروسو سميلڠاراکن ميت ٢٠١٤ بد بونن دفن,0.7868345972172309
ايتوله سببڽ مافيليندو ايت,ايتبرله سيڤ مافيلندرا اين,0.6843598406166735
يڠ سواجرڽ دان کمدين اخرڽ,ين سراجڽ دان کمدين اخرون,0.7507752922541472
اچارا٢ يڠ فنوه بربودايا يڠ,جادا٢ يڠ فنوه ببربودايا بل,0.7692312076530688
کران داوݢة,کران داوکة,0.6412257896567599
بليو برکات سابه اکن منريما,بليل برکات سايه اکن ضربيا,0.721138051837951
يڠ دجامين اوله ملايا، سدڠ,يڠ دجامين اوله ملايا سدم,0.8652295924665899
کدودقئن ملايا سنديري تيدق,کدوڠن ملايا سنديري تسدق,0.7739066038359962
هندق منونجول٢,هندق منز بجول٢,0.8178958686949196
؟بهاݢيکن سميڠݢو دولو.,دهاڽيݢ سيسکر دينر,0.6342293532547875
فمودا امنو کلنتن تله,فمودا امنو کلتنن نله,0.8832368918403782
ليم فرمية تيقسي,ليم فرمية تيقسي,0.9802265295031535
کندرأن دريبر٢ بکرجسام٢,کدران دربیر٢ نݢر حسام,0.6368757438121337
برلڠسوڠ دديوان امنو بهاݢين,نللمعيڤ دديون اندر بهاکين,0.4121640644118085
چيء عأيشتون بنت محمد,جي عابشنن بنت محمد,0.7361642750775687
فضل الله سحيمي (ݢمبرڽ,فسبيل الله سجيمي لکمرين,0.5727907477554499
اسوهن وانيتا، عين شام,اندرام من واتيما عين سام,0.4769054247536026
سجق ايبو٢ کيت تله سدر اکن کماجوان هاري اين، باڽق,سجق ايبو٢ کيت تله سدر اکن کماجوان هاري اين باپن,0.9521855118875605
دان تݢوه برديري باهو ممباهو دڠن قوم للاکي ددالم مڠهادفي سݢل روف کمونکينن يڠ اکن ممباوا کيت کجورڠ,دان تکوه برديري باهو ممباهو دڠن قوم للاکي دداللم مڠهادفي سݢل روف کمونتکينن يڠ اکن ممباوا کيت کجورڠ,0.9325587121173158
(سمبوڠن دري موک 3),سمبوڠن دري دول,0.9350127095974654
"""مشوارة يڠ دکتاکن تله",مڽڤاراوة يڠ دکامکن لفظ,0.47709226281229644
ممجة ساي ايت سبنرڽ تيدق,مجة ساي ايت سين سين,0.6298922902718306
"""TANGKAP BASAH""",LANGKAP BASAI,0.731395943391219
انتوق مڠاليرکن داره دنݢري,انوق مظلوليرکن داره دنکري,0.74978557733764
لاتيهن تاتو,لانينهن تانو,0.8524672460138849
مڽمبوة مليسيا,مديروه مليسيا,0.727529155854519
رنچانڽ يڠ ممنتا فيهق کساتوان,رن担保 يڠ منا تفبن کانيد,0.5791956921334949
کوالا لمفور 22 اوݢسة -,که الا لمفور 22 اوتکسة ,0.6567079608983666
اوله فرکمفولن مرحبان مدرسه,اوله فرکمڤولن مرحbian مدرسه,0.8404178500360023
خيريه کمفوڠ بهارو، کوالا,خسرية کمفوڠ بهارو کوالا,0.6714972540763713
کفد باکة٢ بارو,کفد باݢة٢ بارو,0.9017755596135236
دسمبوڠکن فڠݢمبارانڽ ددالم,دسرڠن فڠکيز ان ددل,0.6470445956275452
فمبريتاهو تاوارن,فمبرتهاهو تاوارن,0.773097561145999
کأتس يڠ بردفتر دڠن جباتن کرجراي هڠݢ فوکل 3.00,اݢام سي نڠ بردڤسر دشن جباتنن کرجراي اتکو فرکل 300,0.6464602153099067
منورتڽ فݢاوي٢ جباتن,جيان مورزيت نڬاري,0.4328221233687859
سکاليفون کجادين ايت برلاکو,سةکلفون کجادي انت بولاکة,0.5243726428966399
فنچراين اين اداله دفندڠ دري,ڤجراين اين ادالا دڤندق دري,0.7187874610254315
ملايا,ملانا,0.5900663070659895
فاکي: 6 نݢاراکو، 6.02,فاكي 5 نݢالارکو 2022,0.7323685302907739
حکمة، 7 فيليهن جروهيبه,حکلة 7 فيلدين جور ميه,0.6509475948277028
فڠکمبارن بارو فونيچيو، 6.45,نݢامسارن بارو فرونيحي 45,0.6499984195469
لاءوة دڠن هيليکوفتر، 7.15,لادة دڠن هيليسکونر 7015,0.7599233977160186
ديوان اونداڠن نݢري جوهر,دوان اودالن نکري حوهر,0.7562421266506238
فد 7 سفتمبر، تله دبطلکن دان,فد 7 سفتمبر مله دبطلن دان,0.7578814142925838
دبنتوق.,دبيتبق,0.4730232843982884
15 اورڠ,15 اورڠ,0.9785683767221607
ساتو فرتنديڠن بيدمينتن,ساتو فرتدين بيدميتين,0.7746893943872958
کحاضرانڽ مڽرتأي هاري وانيتا,کچاماتن س ميرياني هادري رايندا,0.4514774027194614
ببراف کسوليتن دافة,تيرن ان کنديتين دله,0.5226433568341964
فجابة فڠوروس.,فيانة لڤروس,0.4040241288628503
برسروله فڽرو دمان احمد دان اومتڽ?,برسروله فپرو دمان احمد دان اومتڽ,0.8824531523821882
يڠ بربودي حاج ت ف جومة دان مڽيارکنڽ سفرت دباوه اين: - دان تيروان.,يڠبربودي حاج ت ف حومة دان مپيارکنن سفرت دباوه اين  دأن تيروان,0.9446794759635377
ايت دچريکنڽ استريڽ يڠ تله دصحکن,ايت چريکن استريڽ يڠ تله دصحکن,0.8823633382655612
دافة اختيار ممواسکن هاتي تنتوتن,دافة اختيار مموالسکن هاتي تنتوتن,0.8231597477270954
فناور اين ساڠتله دسوکأي دسلوره دنيا,فناوراين سڠته دسو کأي دسلوره دنيا,0.89800721104438
بارڠيڠ کامو تياد سوک دڤربوات اورڠ اکن,بارڠيڠ کامو تياد سوک دڤرنوات اورڠ اکن,0.9393675161893007
يڠ ساڠة دستا دان تيڤ٢ مريکئيت,يڠ سيڠة دصتا دان تيف٢ مريکئيت,0.9206703672939378
مريک يڠ اول لاݢي اخر اياله اخر,مريک يڠ اول لاݢي اتخذ الهاله اخیر,0.7975042174197884
جکلو منيڤو ددالم سوليت,جکلو منيڤو ددالم سوليت,0.9947625072311039
ملايو، هڠ تواه دان سمنجق,ملايو هڠ تواه دان سمنجق,0.9710791528519659
کتاڽ!,کتاڽ ,0.8251418559920123
کمفني لميتيد. اوله کران تله,کمڤني لميتين اوله کران تله,0.82075774219021
فرمنتأن ايت تله دفرکننکن اوله,فرمنتأن ايت تله دفرکنتکن اوله,0.8636992287125208
دنيا اين يأيت ݢرية بريتن، فرانس،,دنيا اين يأيت ݢرية بريتن فرانس,0.9458570202483053
بالسن منيڤو بݢيتو ادله,بالسن منيڤو بݢيتوادله,0.9633139640375391
مدهمداهن اد ݢوناڽ دان ممبري بکس,مدهمداهن اد ݢونان دان ممبري بکس,0.9349190347848243
لاين - حق کيت سنديري اياله فنتون٢,لاين  حق کيت سنديري االهفتون٢,0.8595202911076938
باݢوس، کارڠن سنديران فأ فندي،,باݢوس کارڠن سنديران فأ فندي,0.9524077597996004
تيدق برکنن مليهتکن ݢمبر٢ فرمفوان,تيدق برکنzen مليهتکن اتشمبر٢ فرمفوان,0.8647723831576335
ککوالا سلاڠور دري چواڠن فوليس,ککوالا سلاڠور دري چواڠن فوليس,0.906480340184885
28 ذى الحجه 1356,28 دنى الحجه 1356,0.9652334104580019
جکلو منيڤو ڤرکارا واڠ,جکلو منيڤو ڤرکارا واڠ,0.9901066750241928
21. چريتا٢ اڠن٢ کهيدوفن، کلوارن,21 چريتا٢ اڠن٢ کهيدوفن کلوارن,0.9661109865712333
(139) برساتو ايت تݢوه برچراي اية رونتوه.,139 برساتو ايت تݢوه برچراي اية رونتوه,0.9886125683256887
سبيل المهتدين، کشف اللثام،,سبيل المهتدين کشف اللثام,0.9619360055737104
العاص دان اي تله دکلوارکن اوله,العاص دان اي تله دکلوارکن اوله,0.9923280458412553
ران بڠسا لاين - دق اد براف,فيکران بڠسا لاين  تيدق اد براف,0.8361975109455632
بسر. افبيل اي هندق برجالن دري تمڤت,بسر افبيل اي هندق برجالن دري تمڤت,0.9558236579928435
مڠلوارکن سوات سيارن يڠ لاين,مڠلوارکن سوات ميارن يڠ لاين,0.9094871923589686
فکاتن فرنيݢأن دانتارا امريکا دڠن,فکاتن فريݢأن داتتارا امريکا دڠن,0.9534091175304072
ستيشن سوڠي فلوڠ بوله تروس فول,ستيشن سوڠي فلوڠ بوله تروس فول,0.9155561412664914
ريزابيشين تله مڠݢالڠ مان٢ حال يڠ,رازابيشين تله مڠݢالڠ مان٢ حال يڠ,0.9428088625870547
بيتري٢ ايبريدي,بيتري٢ ايبيدي,0.7401334241695797
الله ايت سأمفام ادم اياله تله دجاديکنڽ,الله ايت وممفام ادم يالله تله دجاديکنڽ,0.7654921063847577
جوݢ براوبه - ݢاي عرب جوݢ لاݢي⹁,جوک براوبه ݢاي عرب جوک لاݢي,0.9403722756265112
دري بهاس لاين - فيکران ددالمڽ,دري بهاس لاين  فيکران دداللڽ,0.9461104232151146
فرمفوان٢ يڠ هوده سکالي دان,ارمفوان٢ يڠ هوده سکالي دان,0.945993876474783
دافة کفوتسن. جوک سروان٢ کفد,دافة کفوتسن جوک سروان٢ کفد,0.9683219495543385
"""ساي مليهت توکيه ساي ممباير 500$ کران",ساي مليهت توکيه ساي ممبرير 500 $ کران,0.9568449908501542
برخبر کڤداڽ جکلو اي برکهندقکن تيکية,برخبر کڤداڽ جکلو اي برکهندقکن تيکية,0.9944711509380587
بتول، اورڠ٢ عرب چارا مودن,بتول اورڠ ٢ عرب چارا مودن,0.9651192146751251
اي تله دکلوارکن اوله احمد درفد,اي تله دکلوارکن اوله احمد درڤد,0.9298562637475644
دان کچيل٢ فوتڠن، ملايو فون منيرو,دان کچيل ٢ فوتفن ملايو فون منيرو,0.9302821026241517
کدوا کمفني اين درفد ماسوق مڠمبيل,کدواکمفني اين ترفد ماسوق مڠمبيل,0.7758080613522956
فنجڠڽ کاوسن ايت لبه کورڠ 4 باتو,فنجن کاوهن ايت لبه کورڠ 4 باتو,0.8498493117385553
دان فروة سفرت سمبلية، ساکية کفلا،,دان فروة سفرت سبلية ساکية کفلا,0.8554853548003838
اوله ايت فنوليس برهارف کفد,اوله ايت فنوليس برهارف کنفت,0.9361031234687367
(٤) مڠاسيه مريکئيت اکن دنيا دان لوڤ,٤ مڠاسيه مريکئيت اکن دنيا دان اوڤ,0.9485386274903239
دليهة دان دامبيل اف٢ يڠددالمڽ,دليهة دان وامبيل اف٢ يڠددالن,0.8983423631513805
8. بهاݢين لام اين تراوتام حکاية٢,8 بهاݢين لام اين تراوتام حکلية٢,0.9652140248363821
لاݢي برسام دڠن مکانن فاݢي,لاݢي برسام دڠن مکانن فاݢي,0.935654262942157
هندق منجوال تمباݢ سادور سڤرت امس.,هندق منجوال تمبݢ سادور سڤرت امس,0.8802353175147754
دجالنکن اوله کمفني انقنݢري,دجالنکن اوله کمفي انقنذي,0.8195749893951846
سفرت اورڠ باتق - کارڠن٢ دالم,سنفرت اورڠ باتق ٢کارڠ٢ دالم,0.9809774089433898
ممفوڽأي موتوربس ايت اکن,ممفڽأي موتوربس ايت اکن,0.8837009464693137
منجالنکن فرنيݢأن ددالم ملي,منجالنکن فرنيکأن ددالم ملي,0.9083676718747736
وسلم ايت خاتم النبيين فد حال اي,وسلم ايت خائم النبيين فيد حال اي,0.8406622110147793
تيڠݢي رنده، کماجوان دانسباݢيڽ,تيفݢي رنده کماجوان دانسبا ݢين,0.8801155183447196
ترباکر، کران دبلي تياد نسخهڽ,ترباکر کران دبلي تياد نسخن,0.9629338600990156
دکوالا لمفور کران منتا دبنرکن,دکوالا لمفور کران منتا دبنرکن,0.8855369955912467
منجادي دوا کمفني يأيت موتور بس,منچادي دوا کمفني يأيت موتور يس,0.9237150080389984
دکلوارکن اوله احمد دان الطبراني,دکلواارکن اوله احمد دان الطبراني,0.9123219738311872
لاݢي فد سديکية ماس دهولو,لاݢي فد سديکية ماس دهواو,0.9885090605535798
دفربواة اوله,دفربواة اوله,0.8783199622027857
سرامي دوا راتوس اورڠ سرت دهنتر,سرامي دوار اتوس اورڠ سرت دهنتر,0.9256684833352483
سئورڠ فون کمدين درفد کو دان,ستورڠ قونا کمدين درڤد کو دان,0.9629384682973243
مننتون حال احوال ايت دان,مشمون حال احوال ايت دان,0.6832031784841119
دڠن سکارڠ تله برتمبه ماجو,دڠن سکارڠ تله برتمبه ماجو,0.9694486690546968
کمان لاݢي هالا دتومڤو,کمان لاݢي هالا دتومڤو,0.9876761513346474
مک تانه ملي ريزابيشين يڠ فنوليس,تک تانه ملي ريزايشن يڠ فنوليس,0.7500909346475063
برسيمڤڠ درفد اݢام يڠ سبنر دان,برسيمفڠ درڤد اݢام يڠ سينر دان,0.8431891570353663
مولأي برمجله کالو دبنديڠ دهولو,مولأي برمجله کالو دبنديڠ دهولو,0.9821676496154651
فرکاکس يڠ مڠاسيڠکن بيسڠ.,فرکاکس يڠ مڠاسيڠکن بيسڠ,0.96564556437087
ملينکن دجال٢ يڠ ساڠة فمبوهڠ,ملينکن دجال٢ بڠ سڠهڤمبوڠ,0.7687599508031623
سفرت بهاس٢ يڠتله ماجو - مان يڠ اد,سیفرت بهاس٢ يڠتله ماجو  مان يڠ اد,0.8224650064169537
ݢوناکندي کفد ممبري کبجيکن.,نوناکندي کفد ممبري کبجيکن,0.8649914812279828
يڠلورس دان بنر ڤد کتيک کچيلمو نسچاي,يڠلورس دان بنر ڤد کتيک کچيلمو نسچاي,0.9403649729639231
تڠݢي هاتي لاݢي مليا برمول اورڠيڠ تياد,تڠݢي هاتي لاݢي مليا برمول اورڠيڠ تياد,0.9890086097664621
هاڽ ساتو ايبريدي سهاج.,هاڽ ساتو ايبريدي سهاج,0.8112049591262399
هينا دان رنده دڤندڠ بنچي,مينا دان رنده دڤندڠ بنچي,0.9616448028203655
چوکف لام.,چرکف لام,0.9203994734395846
اکن دبڠکيتکن کمدين درفداڽ,اکن دبڠکيتکن کمدين درفداڽ,0.9908177063353875
دندن ستيا بلوم اد دالم بهاݢين بهارواين.,دندن ستيا بلوم اد دالم بهاݢين بهارواين,0.9680910040818197
باݢي مناجمکن عقل دان منانم,باݢي مناجمکن عقل دان منانم,0.9900672733321247
"ترجاديڽ اياله بربتولن دهدافن ""ياڠ",ترجاديڽ اياله برپتولن دهداتن ياڠ,0.8374714472657228
اقرارڽ کفد هرتاون ايت مک,اقرارڽ کڤت هرتاون ايت نک,0.882015647485104
هولورکن تاڠن مو باݢي اورڠ يڠ ضعيف.,هولورکن تاڠن مو باݢي اورڠيڠ ضعيف,0.9932608927676341
فديه اولو هاتي دان براس فانس ددالم فروة دان دادا،,فديه اولوهاتي دان براس فانسددالم فروة دان دادا,0.9045366746771806
اخبار٢ هابيس دفتاکن دڠن ݢمبر٢,اخبار2 هايس دفتاکن دڠن اکمبر ٢,0.8784958790006987
اليک ککوالا لمفور. هندق,اليک ککوالا لمفوره هنبيق,0.7260588769149283
وقت، دان مڽوبر فڠتهوان بهاس.,اوقت دان مڽوبر ففنهوان بهاس,0.857902539263231
دالم بهاسڽ تراوتام حکاية٢ دان,دالم بهامڽ تراوتام حکاية٢ دان,0.9332967369072076
اکن مڠمبيل سيوا دري کواڠ ککوالا,اکن مڠمبيل سيوا دري کواڠ ککوالا,0.9742059845694764
موک 4,موک4,0.8277796181530631
مک فرمفوان ايتفون دفيليه اياله,مک أرمفوان ايتفوڽ دفيليه ايلال,0.6594084511964134
اتوران مڠݢو ناکن:,اتوران مڠݢوناکن,0.9949192898582407
يڠتله داتڠ.,يڠته داتڠ,0.9467820981199162
ددالمڽ بوله تاهن تتافي اياله ݢمبارن,ددالن بوله تاهن تتافي اياله ݢمبارن,0.9643114393346424
(133) کسوسهن دان کساکيتن ايت قضاء,133 کسوسهن دان کساکيتن ايت قضاء,0.9740825051119049
ݢميلڠ درڤد کسن برسوچي مک,ݢميلڠ درفد کسن برسوجي نک,0.8487323344971028
برکهوينله اي دڠن سئورڠ بڠساون,برکهويله اي دڠن سنورڠ بڠساون,0.8818948970507045
کلوار⹁ جادي سوک دان تربرڠسڠ,کلوار جادي سوک دان تريرڠݢ,0.8519455224140822
بکس فردان منتري کراجأن بلجيوم,بکس فردان ننتري کراجأن بلجيوم,0.8934062320356128
جاتوه عاشق کفد سئورڠ فرمفوان,جاتوء عاشق کفد سثورڠ فرمفوان,0.8180155572066384
(127) جاڠن کامو بوکاکن رهسيا سسئورڠ,127 جاڠن کامو بوکاکن رهسيا سئورڠ,0.9394031143094551
دکمفوڠ ايت لبه کورڠ اد دوا ريبو,دکمفوڠ ايت لبه کورڠ اد دوا ريبو,0.9922988164693056
"شعر٢. فرکتأن ""فرجوراتن"" اين",شهر٢ فرکتأن فرسوراتن اين,0.9664993895534566
فرض دجالنکن اوله بڠسا ملايو.,فرض دڠجالکن اوله بڠسا ملايو,0.8269610921368327
سيوا ککواڠ ملي ريزابيشين کران,سيوا ککواڠ ملي ريزابيشين کران,0.9323078125753101
6. فرسوراتن ملايو تيدق لواس,6 فرسوراتن ملايو تيدق لواس,0.9415847772807024
(16) کاة عارف. (سسياڤ مماکن هرت,6 کاة عارف مسياڤ مماکن هرت,0.8943365837084846
تورن عيسى بن مريم مڠاي رسول,تورن عيسى بن مريم يڠاي رسول,0.9362484042801621
سهاج - تيدق مڠݢالقکن فيکر سنديري,سهاج تيدق مڠݢالقکن فيکر سندري,0.8908288555129911
کيمبريج سلون سفوله - امفة بهارو,کيمبريج سلون سفولک امفة بهارو,0.9058944858507858
کباڽقکن يڠ بݢيني کچيل٢ کتابڽ -,وکبابقکن يڠ بݢيني کچيل٢ کتابن ,0.8711475793845171
19. چريتا٢ دڠن شعر سأمفام سيتي زبيده،,19 چريتا٢ دڠن شعرسأمفام ستي زبيده,0.9212379911641255
فڠارڠ ماسيڠ٢ کتاب، بيلاتاريخ ترکارڠ,فطارڠ ماسيڠ ٢ کتاب بيلاتارينخ ترکارڠ,0.8440872607969733
تياد براس برة اتو سنوه لاݢي.,تياد براس برة اتو سنوه لاݢي,0.9543564865016845
(137) راجين دان اوسها ايتله سبنر٢ تڠݢ,137 راجين دان اوسها أيتله سبنز٢ تڠݢ,0.9413282428064513
کڤد کامو جاڠن دبواة کڤد اورڠلاين اکن,کڤد کامو جاڠن دبواة کڤد اورڠلاين اکن,0.9953777360507229
سنديري دهولو کمفني داݢڠ، ايسيڽ,سنديري دهولو کمفي داݢم ايسين,0.9436122421416084
نݢري٢ ملايو دسيسي اوندڠ٢,نݢري٢ ملايو دسيسي اوندڠ٢,0.9285402922935794
دکلوارکن اوله الطبراني درفد,دکلوارکن اوله الطبرني تترفد,0.9333828432853722
بهارو سهاج تربية دجوهر دالم,بهارو سهاج تربية دجوهر دالم,0.944907815317063
بهارو اين منيرو چارا ايروفه جوݢ,بهارو اين منيرو چارا ايروفه جوݢ,0.9804497461170895
"فرسوراتن بهاس ملايو"" - اف٢",فرسوراتن بهاس ملايو  اف٢,0.991876841538575
زين العابدين بن احمد (زعبا) دمجلس فرجمفأن عام فرسودارأن صحابة فينا - حروف رومي - سموا فنجامن -,زين العابدين بن احمد زعبا دمجلس فرجمfan عام فرسودارأن صحابة فينا  حروف رومي  سموا فنجامن ,0.9444528141364273
فد جالن يڠ ممبناساکن توان کامو تتاڤي,فد جالن يڠ ممبنساکن توان کامو تتاڤي,0.9471144127667281
کنا بوتل داتس ليهيرڽ دان لوک,کنا بوتل داتس ليهيرڽ دان لوک,0.974334543387905
جلوتوڠ فريس فولو فينڠ ماس حياة,جلوتوڠ فريس فولو فيڠ ماس حياة,0.9780602846295133
دوساڽ يڠدهولو دان يڠکمدين,دوسأن يڤدهولو دان يڠکمدين,0.8787342730156372
کيرا٢ 20 تاهون يڠلالو سهاج، سمنجق,کيرا٢０２ تاهون يڠلالوسهاج سمنجق,0.870433895731048
مڠاسيه مريکئيت اکن ليم ڤرکارا (١) مڠاسيه,مڠاسيه مريکئيت اکن ليم ڤرکارا 1 مڠاسيه,0.9683783266621913
برکونچي دان ترمتري ادکه برداي,برکونچي دان ترمتري ادکه برداي,0.9009515583845297
سهاج دمان٢ فون دان سݢل رواڠن,سهاج دمان٢ فوڽ دان سݢل رواڠن,0.9245054663310223
دان سباڽق يڠ کيت تله سبوتکن,دان سباق يڠ کيت تله سبوتکن,0.9461491287181383
کران بودي ايت تياد هيلڠ دمان٢ جوادتانم,کران بودي ايت تياد هيلڠ دمان٢ جواد تانم,0.9376791533747507
(اوله محمد افندي اير بالوي جوهر),اوله محمد افندي اير بالوي جوهر,0.9747311896148938
تيڤو کتارا ترلڤس حسرت,تيڤو کتارا ترلڤس حسرت,0.9456224245187771
فرمفوان يڠ چنتيق.,فرمفوان يڠ چنتيق,0.9575148458030562
ايت مڠادکن سوات فرسيداڠن,ايت مڠادکن سوات فرسيداڠن,0.9848126381003787
عقل فيکران کيراڽ چره,عقل فيکران کيراڽ چره,0.9948162049638329
سقدر تندا اخلاص يڠڽات,سقدر تندا اخلاص يڠڽات,0.9179578640524021
تاڠن دݢاري هيلڠ ڤلواڠ,تڠن دکاري هيلڠ ڤلوڠ,0.9102853149910243
يأيت ارتيڽ اکن اد دانتارا,بأيت اراتيڽ اکن اد دانتارا,0.7983828733112206
فيکران هندو، تيدق براف ݢوناڽ,فيکران هندو تيدق برافݢوان,0.9197369186263812
فرجلانن موتر بس يڠدفوڽأي اوله,فرجلانن موتور بس يڠدفوڽأي اوله,0.9103919054806403
رأيه دائس سرب سربي بارڠ٢,رأته دائس سرب سربي بارڠ٢,0.8394127930062424
باݢي اورڠ٢ کمدين، تتافي کالو,باݢي اورڠ ٧ کمدين تتافي کالو,0.9393415171464001
اکن مڠادکن سوات فرلاونن باݢي,اکن مڠادکن سوات فرلاونن باݢي,0.9267474327709676
بارة - جادي ماسيه برسيفه٢,بارة جادي ماسيه برسيفه٢,0.892084146961721
باليک کدوا موتوربس ايت مڠمبيل,باليک کدوا موتوربس ايت مڠمبيل,0.9828619996468912
مريک دبڠکيتکن دان اخر,مريک دبڠکيتکن دان اخر,0.9535213939532331
فألاچوق، واق کلادي.,فأ لاچوق واق کلادي,0.8181192003855863
ممبونهڽ مک  بارڠسياف ممبونه,ممبونهڽ مک بارڠسياف ممبونه,0.8875625365801134
فيکران دان تلادن٢ ددالمڽ لاين,فيݢران دان تلادذ٢ ددالمڽ لاين ا,0.8953729866058456
سسڠݢوهڽ بوکنله اکو سفرت سڠک,سڠݢوهڽ بوکنله اکو سفرت سڠک,0.8809368139827923
ترسيڠݢية هاتي دانتارا کدوا بله,رسيڠݢية هاتي دانتارا کدوا بله,0.8751530218106084
جمو جاق.,جمو بلق,0.41776272548929383
يڠ منجادي کڤرال فوليس درومه ڤاسوڠ,يڠ منجادي کڤرال فوليس درومه ڤاسوڠ,0.9785471398722511
يهودي دان دجال ايت.,يهودي دأن دجال ايت,0.8677044783988063
ممنتا حاج بصير ممبريڽ سباڽق يڠ منچوکڤي,ممنتا حاج بصير ممبريڽ سباڤق يڠ منچوکڤي,0.8743859319199072
تياد برديري قيامة هڠݢ دبڠکيتکن,尼اد برديري قيامة هفݢ دبڠکيتکن,0.8461372488219577
لي عوان اين تله ماتي تياداله باݢيڽ,اي مون اين لله ناتي تياداله چاݢيڽ,0.8939915644131768
توکڠ چف سکارڠ مڠلوارکنڽ کباڽقکن,توکڤ چف سکارڠ مڠلوارکنڽ کباڽقکن,0.9256047863596734
ملايو جاتي، سري رام،,ملايو جاني سري رام,0.9704029920466152
هندقله کامو هيناکن دي ڤد ماس کڤڤأنڽ,هندقله کامو هيناکن دي قد ماس کڤڤأنڽ,0.9303834241723103
اکو سده ڽتاکن کفد اڠکو,اکو سده پتاکن کفد اڠکو,0.8806836059828757
بلوم اد يڠ بسر کيرا٢ سطرف دڠن,بلوم لديڤسر کيرا٢ سطرف دڠن,0.8710858143690978
کچنتيقکن دان ترلوفاله اي سݢل,کچڽتيقکن دان تارلوڤاله اي سݢر,0.8804764068358258
لالو دسرهکنڽ فيالا فيرق کفد,لالو دسرهکنڽ فيالا فيرق کفد,0.9124785633962432
بس فرمنتأن لي عون يڠتله ماتي ايت,بس فرمتأن لي عون يڠ تله ماتي ايت,0.9248463453037479
کچنتيقکن يڠ چلاک ايت. اکو,کچنتيقکن يڠ چلاک ايت اکو,0.9674178239896521
24. سلالو کارڠن٢ دالم سورتخبر٢,24 سلالوکارڠن٢ دالم سورتخبر٢,0.9547714563051509
مريکئيت اکن  هيدوف دان لوڤ مريکئية اکن,مريکئيت اکن هيدوف دان لوڤ مريکية اکن,0.9304240353888105
1 اتو 2 دوا فيل فد تڠهاري دان,1 اتو 2 دوا فيل فد تڠهاري دان,0.985354236740727
تتافي هندقله دراعيکن ادب ترتيب,تتافي هندقله دراعيکن ادب ترتيب,0.9291398110128694
ابن ابي شيبه درفد ابي هريره,ابن ابي شيبه درفد ابي هربره,0.945152176003403
فندي مڠارڠ، سبب ايت ماجوکنله -,فني مڠارڠ سبب ايت ماجوکنله ,0.9005780758728146
سکوله ملايو.,سکوله ملايو,0.9930864787390493
موک 6,موکن 6,0.8015629652107646
بن موبين دڠن ممنتأ دباير واڠ توني کران,بن موبين دڠن ممنتا دباير واغ توني کران,0.9333227218036922
فرݢونأن بهاس دڠن واسطه توليسن,فرݢونأن بهاس دڠن واسطه توليسن,0.967228654688921
تيدق لبه درفد 400 - 300 تاهون,تيدق له درفد 400 300 تاهون,0.9043417682269645
سکارڠ سهاج اددکمفول دان دسورتکن,سکارڠ سهاج اددکمفول داند سورتکن,0.9231793090404988
تاهو عرب - مندڠر چاکف ݢورو,تاهو عرب مندڠر چاکف کورو,0.9801265109695355
اوله کران شرح دان اوراين برکنأن دڠن ميدان فرسوراتن بهاس کارڠن لام بتول تأاد - سوراتن فد,اوله کران شرح دان اوراين برکنأن دڠن ميدان فرسوراتن بهاس کارڠن لام بتول تأاد  سوراتن فد,0.9871717457179556
مڠݢمبرکن حال اورڠ٢ بڠسا ايت،,مڠMBERکن حال اورڠ٢ بفسا ايت,0.9746588318984463
برسورتخبر - سمنجق 30 تاهون تله,برسورتخبر  منجق 30 تاهون تله,0.9544921012305176
تتافي بلوم اد يڠدکمفولکن ستمفة,تتافي بلوم اد يڠدکمفولکن ستمفة,0.9648764790399897
8 شول 1356,8 شوال 1356,0.9887402483183958
مڠݢالقکن هاتي منوليس سبب لکس,منݢالقکن هاتي منوليس سبب لکس,0.9534958909216489
اوله بڠسا ملايوفول مڠيکوة سبݢيمان,وله بڠسا ملايو فول مڠيکوة سيݢيمان,0.8949014248121006
