ground_truth,prediction,confidence
چاکف اين سچارا ريڠکس، کالو,چاکف اين سچارا ريفکس، کالو,0.9383037204190483
برهنتي فرخدماتنڽ دڠن,None,0.3601328134536743
دکتاکن بهوا سبهاݢين بسر درڤد,دکتاکن بهوا سبهاݢين بسر درڤد,0.931971088121408
اورڠ لاݢي تله ڤاره ترچدرا.,لورڠ لاݢي تله ڤاره ترجدرا. ,0.8094961605675682
دان سباڽق يڠ کيت تله سبوتکن,دان سباڽق يڠ کيت تله سبوتکن ,0.9054508158852298
سبوتکن اين اياله ملي ريزابيشين,سيتون ان اياله ملي ريزابيشين,0.7140844960901579
فميمين٢ فرساتوان کلب٢,ديمينن فرسوان کنب٢,0.5856912382438388
کانن ايله چيڠݢو عبدالحميد,کأن ايله جنکو عبدالحميد,0.6239380422004854
ايروڤه تله ترڤقسا مراس ڤاهيت ماوڠڽ,ايروفه تله ترفقسامراس فاهيت ماوڠڽ,0.8302324874134324
کات داتوء اوڠ,کات داتو اوغ,0.6664053317004669
تله دڤرانقکن دسبک الاحد اشمون,تله دڤرانقکن دسبك الواحد اشمون,0.8554229377917566
ممبواتکن موکاڽ هوده سبݢيتو.,سموانکن موكان هوده سبݢيݢو,0.7946828165766426
بودق ايت. ڤربچارأن اية تله دڤيندهکن,بودق ايت. قرب جارأن اية تله دڤيندهکن,0.8464407962519365
ايسکريم يڠاکن دبري کڤد,ايسکريم يڠاکن دبري کند,0.928138591315998
فرهاتين يڠ انده٢.,فرهاتين يڠ انده٢.,0.8337040184026319
هندق مرڠݢڠکن انديا دري,عڠشن مرتڠکن السدا دري,0.5714202735092732
تنتوله ايلوق بنر کالو چريتا,المنطقة بيسار کالو جريتا,0.4213611084231022
"""مموتڠ"" ديوان سکالي",مڠنج ديبوان سکالي,0.6581658586947062
استميوا منيڤو دتڠه ترڠ,استميوا منيڤو دتڠه ترغ ,0.8111138769532609
داتوء کلان داتوء جلبو داتوءرمبو,داتوء کلان داتوء رجلبو داتوء رمبو,0.7627541617254737
ايله درفد فربواتن مأنسي سنديري.,ايله درفد فربواتن مأنسي سنديري. ,0.9070822628201338
بريتيش تله ممبلنجاکن بلنجا٢ دعراق,ريتيش تله ممبلنجاکن بلنجا٢ دعران,0.8561769608077494
فرتݢاڠن بنوا ابروفه ايت.,فرتكاڠن بنوا أبروفه ايت. ,0.8309895286600435
فکاتن فرنيݢأن دانتارا امريکا دڠن,فکاتن فرنيݢأن دانتارا امريکا دڠن,0.951825709657564
10،000 اورڠ دان تيڤ٢ اورڠ اية مناڠيس,"10,000 اورڠ دان تيڤ٢ اورڠ ايت مناڠيس",0.8541111373497163
تاڠن دݢاري هيلڠ ڤلواڠ,تڠن دکاري هيلڠ ڤلواڠ,0.8724354015979444
ورڠ سام سکالي دان کالو ادفون,ورڠ سام سکالي دان کالو ادفون,0.9349572831485228
دانجوݢ فڠهولوڽ کران کفناتنڽ,دانجوݢ نڠهولون کران کفناتڽ,0.9036839820054564
مڠورڠکن بيارن٢ چوکي کلوار,مڠورڠکن ييان٢ چوکي کلوار,0.8477448715662116
دهداڤن ساتو فرهمڤونن اورڠ٢ بسر,دهدائن ساتو فرمڤونن اورڠ٢ بسر,0.8967753434659915
مڠمباليکن سمولا فونچا تالي کراجأنڽ,مڠماليکن سمولا فونجا تالي کراجأنڽ,0.7866118382047279
مجلس ماکن مالم کران مپمبوة,مجلس ماکن مالم کران مصوية,0.6733989318482883
کلوارکن کران مأنسي ايت کتاب٢,کلوارکن کران مأنسي ايت کتاب٢,0.9039481688777615
سسوات بڠسا دان فربندهارأن بهاس,سسوات بڠسا دان فربندهارأن بهاس,0.8774119349783671
ملايو جاتي رنده٢ يڠدکمفولکن اوله,ملايو جاتي رنده يڠدکمفولک اوله ,0.8983223242786569
ادله مڠݢالقکن ليمڤا دان بواه٢ ڤيڠݢڠ,ادله مڠݢالکن ليمفا دان بوا٢ فيڠݢ,0.747230045474032
دادکن ساتو فاسوقکن عسکر يڠ,دادکن ساتو فاسوقن عسكر يڠ,0.9486006720545308
کانتوڠن تله دميليکي اوله مريکئيت,کأنتوڠ تله دميليکي اوله مريكئيت,0.8954033434858347
مک چينا کوميونيسة منچوب,جينا کوما نيسا منخوب,0.5357389560732041
اتو دچوري هرت دݢادي,اتو دچوري هرت دݢادي,0.9251752945321717
ممبري سديکية٢ فيکران بهارو,مبري سديکية٢ فيکران بهارو,0.875125468965872
يڠبرهرݢ يڠدانتاراڽ اية کية سبوتکن,يڠبرهݢ يڠدانتاراية کية سبوتکن,0.84689288113146
فڠتهوان اڬام، جاڠنله تنجوقکن,فنتهون اکماج جاڠتله تڠرکن,0.5756244282983695
يڠ دجمڤا لاکي٢ڽ فائده کبجيکنڽ,ڠ دجمفا لاکي٢ن فئده کبجيݢن,0.7974136087848357
دڠن کتاکوتن مڠاليهکن سݢل,دڠن کتاکون مڠاليهکن سݢل,0.9321996294732092
.وفاة سترڠ٢ فليتا مصر اسلام,وفاة بسترڠ٢ فليتا مصر اسلام. ,0.9260883412132787
بݢيمان کادأنڽ هاري اين اوله کران,بݢيمان کادأنڽ هاري اين اوله کران,0.8954151538669568
ددالمتاهون 1934 موتور بس يڠترسبوة,ددالمئاهون 1934 مور بس يڠترسبوة,0.8383720349325081
لالو ملتقکن جواتنڽ دان منوده,اللوب ملفجن جواتين منهود,0.5087612375280899
3. بهاݢين لام.,3. بهاݢين لام. ,0.9812229092122261
دڠن جالن وحي دان کادأنڽ سروڤ,دڠن جالن وحي دان کادأنڽ سروڤ,0.9542588787461087
دهولو اورڠملايو تله مولأي,دهولو اورڠملايو تله مولأي,0.963467435844153
درڤد اورڠ٢ عالم اسلام يڠترمشهور,درڤد اورڠ٢ عالم اسلام يڠترمشور,0.8845727047197498
سربوق دويةس اکن مڠهافوکن فڽاکية فروة دڠن جالن يڠ سمفرن دان,سربوق دويةس اکن مڠهافوسکن نباکية فروة دڠن جالن يڠ سمفرن دان,0.8880614080027655
درڤداڽ دري کران دي ايتوله حال دنيا,درفدائن دري کراندي ايتولحال دنيا,0.8236315269681219
مسئله٢ فرنيݢأن دان ماليه سرت,مسله٢ فرنيݢأن دان ماليه سرت,0.852221987433668
کواڠ مڠهنتر دوا کڤيڠ فرمنتأن,کواڠ مڠهنتر دوا کفيڠ فرمتأن,0.8519259809148956
نام سنيواتي ساريمه سوده,نليم ستيواتي سازه سوده,0.5618563436959211
ميدان فرسوراتن بهاس ملايو,ميدان فرسوران بهاس ملايو,0.8695313187346103
کملاک کران هندق ملاوات انق لاکي٢ڽ,کملاك کران هندق ملاوات انق لاکي٢ڽ,0.9564386072664599
يڠڤرتام ـ جاوم ماسڽ درڤد زمان,ڠڤرڤام - جاوم ماسڠ درڤد زمان ,0.7685639167490694
ڤڠاديل دافتي يڠددعوا ساله دان,ڤڠاديل دافتي يڠددعوا سالهدان,0.9225205152820826
ملوقڽ برڤراڠي لمه لمبوت کڤد,ملوکڠ ببرڤراڠي امه لمبوت کفد,0.6637875531923123
تيدقله شک لاݢي سڠل٢ دان بيسا٢,تيدقله شك لاݢي سڠ٢ دان بيسا ,0.8771254697380725
دان کارڠن، تراوتام چريتا٢ دان,دان کارڠن، تراوتام چريتا٢ دان,0.9570909175307015
حسينا،,حسينا.,0.8504971327227278
بڠکق٢ ددالم فروة دان سباݢيڽ.,بڠک٢ ددالم فروة دان سباݢيڽ.,0.9062612053426425
حال٢ داݢڠ - بوکن مڠمبرکن حال,حال٢ داݢڠ - بوکن مڠبرکن حال ,0.8749680246708416
فد ميڠݢو لالو ببراف,فد مڠکو لاو بسراني,0.695355885253132
برخبر کڤداڽ جکلو اي برکهندقکن تيکية,برخبر کفدان جکلو اي برکهندقکن تيکية,0.8919842923987563
دان فروة سفرت سمبلية، ساکية کفلا،,دان فروة سفرت سميلية، ساکية کفلا، ,0.8655116118427774
الجيريا دقتور مولود بيلهواني دالم ساتو فرسيداڠن اخبار، راديو,الجريا دقتور مولود بيلهواني دلم ساتو فرسيداڠن اخبار راديو,0.8399121104083184
فڤراڠن دشيڠهاي دان اکن دادکن,ڤڤرڠن دشيڠهاي دان اکن دادکن,0.8860434147224794
(127) جاڠن کامو بوکاکن رهسيا سسئورڠ,(127) جاڠن کامو بوکاکن رهسيا سئثورڠ,0.9422859373840515
فيلو راون اين ايله کملاڠن مڠنأي,فباو راون اين ايله کملاغن مڠأي,0.8945976321799757
ايت.,ايت.,0.7614523597203566
هاڽ کران تيڤو يڠهينا,هان کران تيڤو يڠهينا,0.8998519839875652
درڤد انتارا مريک.,درفد انتارا مريك. ,0.8958012127822359
دان فيهق چارا توا⹁ تيدق لالو کفد,دان فيهق چاراتوا، تيدق لالو کفد,0.9237233430638674
يدينون العباد بغير ذام,يدينون العباد بغير ذام,0.8344202772051539
سيوا ککمفوڠ ملي ريزابيشين کواڠ،,سيواکمفوڠ ملي ريزابشين کواڠ,0.8725842561746607
سلالوله مريک منجادي فربالهن,سلالوه مريك منجادي فربالهن,0.9030332824916893
دادکن ايت.,داغنن ايت,0.46241286754592925
کسڠݢوهن مڠاسوه انق٢ڽ يڠترفوجي,کسڠوهن مڠايروس انق٢ن يڠترفوجي,0.7803366330981732
لوکيسن٢ دان سوکاتن٢ بوله ددافة دري فجابة کتوا,2.13 کیسین 2 دان سوکاتن? سوله د دداسه دزري تعویل,0.4868070814636267
ددالم بولن جون 1934 تله دمنتا,ددالم بولن جون 1934 تله دمنتا ,0.8655540897588562
اکن دݢنتيکن دڠن تاريخ بارو,اکن دکسکن دن تarih بارو,0.6596969956574149
کالو دبواة چارا لاين روفاڽ تيدق,کالو دبواة چارا لاين روفاڽ تيدق,0.9366796241641003
سنديري دهولو کمفني داݢڠ، ايسيڽ,سنديري دهولو کمفني داݢڠ، ايسين,0.9195870150726161
28 ذى الحجه 1356,28 دني الحجه 1356,0.8966113032989275
درڤد روم کيونان، تانه مصر حبشي,درقل روم کيونان. تانه مصرچبشي,0.6791095203309723
برت هندق نايک تڠݢا تتاڤي بݢيمان,برت هندق نايك تڠݢا تتاڤي بݢيماڽ,0.8620142875666774
ڤراڠيڽ يڠ بايک دان مڠيکوت تلادنڽ,فراغيڽ يڠ بايک دان مفيکوت تلادنڽ,0.7912376191257865
سفرت اورڠ باتق - کارڠن٢ دالم,سفرت اورڠ باتق - کارڠ٢ دالم,0.9008478431287751
فڠاره في. رملي.,فڠاره في. رمي.,0.7701293653299308
"شعر٢. فرکتأن ""فرجوراتن"" اين",شعر٢. فرکتأن << فرسوراتن >> اين,0.8391421936597985
جلوتوڠ فريس فولو فينڠ ماس حياة,جلوتوڠ فريس فولو فينڠ ماس حياة,0.9663177861023963
متواتر (برهوبڠ).,متواتر (برهوبڠ).,0.7901230561989724
.أ عبد الجليل بن حاج حسن.,ا. عدنجليل بن حاج حسن. ,0.7507060815091975
1 اتو 2 دوا فيل فد تڠهاري دان,1 اتو 2 دوا فيل فد تڠهاري دان,0.9484850735158363
يأيت مڠنأي ساتو فيندأن,تياتي مڠني ساتو فينidan,0.6123861889606533
قوم⹁ نصيحة٢ - چريتا دان تواريخ,قوم، نصيحة٢ - چريتا دان تواريخ,0.9298802572728438
دان ادله الله يرحم اين ممبري ڤلاجران٢,دان ادله الله يرحم اين ممبري فلاجران٢,0.856646834021984
ديوا٢ ممڠ کياغن - فنجلمأن دان,ديوا٢ ممڠ کيڠن - فنجلمأن دان ,0.8769621306441799
کانن ڤد منولڠ کيت ددالم دنيا اخرة.,کانن ڤد منولڠ کيت ددالم دنيا اخرة. ,0.974594918986032
فديه اولو هاتي دان براس فانس ددالم فروة دان دادا،,فديه اولوهاتي دان براس فانس ددالم فروة دان دادا، ,0.9177353269725272
ايروفه.,.ايروه,0.5151978868999879
مڠنڠ بودي اية ايله يڠکلق جادي سجاهة٢,مڠڠ بودي اية ايله يڠکلق جادي سجاهة٢,0.8935946735831168
مروقڽ دمکين جوݢ دکمڤوڠڽ مک,مروقڽ دمکين جولاݢ دکمفوڠن مك,0.7720990935133586
اين اورڠ لاين ممبواتڽ اتو سياڤ٢,اين اورڠ لاين ممبواتن اتو سياف?,0.8687451399377843
ممباوا ماسوق دان کلوار حاصل٢,تمباوا ماسوق دان کلوار حاصل٢,0.894110684956383
برتقلد کفد امام٢ مذهب,يڠرقلڠ کڠف اڠام٢ معب,0.5231560203186959
فون اورڠ٢ کمفوڠ ممبلي,فون اورڠ٢ کمفوڠ ممبلي,0.8335278745604107
کفد توان فڠواس ترانسفورة بورد,کفد توان فڠواس ترانسفورة بور,0.9436318593730991
(سمبوڠنڽ ڤد رواڠن سبله),(سمبوڠنڽ فد رواڠن سبله),0.9334414569247428
"فرسوراتن بهاس ملايو"" - اف٢",فرسوراتن بهاس ملايو` - اف٢,0.8084405311658588
برلومبا٢ منچاري کماجوان دڠن ممفلاجري سݢل فڠتهوان يڠ برݢونا،,برلومبا ٢ منچاري کماجوان دڠن ممفلاجري سکل فڠتهوان يڠ برکونا. ,0.8850626913154175
خاريسة جولي 24,تخاريسة جولي 24,0.8268927088955254
دبريڽ تيݢ فوله ليم ريبو فاون,برين تيݢ فوله ليم ريبو فاون,0.7947738568360214
درڤد ليده اورڠ٢ دهولو کالا ـ ستڠهڽ,درفدایدهاورڠ٢ دهولوکالا-ستهڽ ,0.7741973652848706
بودق ڤرمڤوان چينا ڤرانقکن برعمر,بودق ڤرمڤوان چينا ڤرانڤکن برعر,0.879797527503497
فرمنتأن فوليس، 6.30 رواڠن,فرنانтин فوليس 0.30 رواين,0.6245429702365862
(140) مواڤقة ايت ايله تندا برکة,(140) مواققة ايت ايله تندا برکة,0.8380863020734293
فڠيدف٢ برجݢاله سبلوم ملارة کجادينڽ,ڤيدف٢ برجݢاله سبلوم ملارة کجادينڽ,0.930924797650626
برجنجي تيدق اکن ممفرداياکن,تيدق اکن ممفرداکن,0.6872007552232642
دڠن عادة استڠادة اورڠ٢,دڠن عادة استغدة اورڠ,0.6764976339122969
مالم سمالم اکن ددرما کفد درما,سمم سعوم اکن ددروک ددرو م,0.537107201697783
اورڠ٢ تومفاڠن.,اورڠ٢ تومفاڠن. ,0.9608873989886834
مڠادکن تودهن٢ يڠ بوکن٢ لاݢي.,مڠادکن تودهن٢ يڠ بوکن٢ لاݢي. ,0.9684795198251599
يڠترحرمت کتوا الجنة المحاضرة,يڠترحرمنت کتوا الجنة المحاضرة,0.7551209792152733
اد يڠ اهل بتول فد کارڠن شعر.,اد يڠ اهل بتول فد کارڠن شعر. ,0.9485254878588432
اکن بارڠيڠ کامو سوک دفربواة اورڠ اکندي,اکن بارڠيڠ کامو سوك دفربواة اورڠاکندي,0.9569866526296543
منوکر تيکية٢ دڠن بارڠ٢ کمس. مک ساي,منوکر تيکية٢ دڠن بارڠ٢ کمس. مك ساي ,0.9503524715732545
"منتأله ""کمشسترا"" سواة بوک يڠ","منتأله ""کمشترا"" سواة بوك يڠ",0.8918741382613233
بلوم اد يڠ بسر کيرا٢ سطرف دڠن,بلوم اد يڠبسر کيرا٢ سطرف دڠن,0.9073510995930272
ستيأوسها اݢوڠ فارتي ايت،,ستمارسها الكون فاريتي.,0.5090239540894294
بيتري٢ ايبريدي,بيتري٢ ايبريدي,0.7088127818269253
دهادفکن دمحکمه,هاذافن دمحمه,0.640958226110953
فد سوات فاݢي سدڠ اي ماکن,فد سوات فاݢي سدڠ اي ماکن,0.9265849714336656
ڤد ديري اورڠيڠ مڠعملکنڽ کران,فد ديري اورڠيڠ مڠعملاکنڽ. کران ,0.8297667438292369
بومي ايله کتاڽ بومي ايت برچراي,بومي ايله کتاڽ بومي ايت برچراي,0.9293895834399747
7. تتافي کارڠن٢ دالم سورتخبر٢,7. تتافي کارڠن٢ دالم سور تخبر٢,0.9145893498075383
مڠاول برسام٢ دڠن عسکر٢ تنترا,مڠاول برسام٢ دڠن عسكر٢ تترا,0.9284308959622426
ميلک دان اونتوق دي ايت.,مليك دان اونتوق دي ايت. ,0.8264926891253479
چواڠن٢ فارتيڽ انتوق مرنچڠکن,ورتینا انټون مور ليچکن,0.36043288067453316
لمابين يدي من التوراة ومبشرا برسول,لمابين يدي من التوراة ومبشرا برسول,0.8224046492897319
فرانس اداله سئورڠ ملتي مليانر,فرانس ادله سئورڠ ملتي مليانر,0.7725408816505873
کيت محمد صلى الله عليه وسلم ايت,كيت محمد صلى الله عليه وسلم ايت,0.903175071103662
ابو بکر تله منينجاو فيکران,ولتکي تله منجنيوا فيکران,0.6180125226156349
ممنسوخکن فصل 50 (3) دالم,3) (3) دالم مڠچوکن فصل 50,0.6792202013100663
فد حالڽ اي تله برسومفه تياد ماهو,فد حالڽ اي تله برسومفه تياد ماهو,0.8942850471748593
ادله دخبرکن دري بتاوي يأيت,ادله دخبرکن دري بتاوي يأيت,0.926847640396735
سفرت ايت دکمباليکن کفد,فرڠت ايت دکماليکس کفد,0.6668617900381767
ماو منريماڽ دڠن سبارڠ هرݢ دفاجق,ماو منريمأن دڠن سبارڠ هرݢ دفاجق,0.8810982991187142
لڤس ايت ڤسورهجاي بسر تله,لفس ايت فسورهجاي بسر تله,0.8739719393711858
لاين درڤد وايڠ٢ چينا يڠساون ملايو,لاين درڤد وايڠ٢ حينا بڠساون ملايو,0.8995848828865997
تيمور تڠه، اندونيسيا دان,الدوليسيا دان,0.6109542152783998
دڤربوات ددالم اڠݢلند.,دڤربوات ددالم اڠکلند. ,0.7865145307334557
ڤد ببراڤ کالي انچيء عبد الجليل,ڤدبراڤ کالي انچي عبد الجليل,0.7342996846842396
ددالم دنيا اين فرمفوان يڠترلبه,ددالم دنيا ابن فرمفوان يڠترليه,0.8672020248006099
ڤرکاکس يڠبهارو سکالي.,فرکاکس يڠبهارو سکالي. ,0.9292938343156989
بيلا تاريخ مليسيا ايت اکن,يبلأ تarih ملسا ايت اكن,0.6059971051913376
باڽق ترباوا ݢاي عرب - کچوالي,باڽق ترباوا ݢاي عرب - کڤولي ,0.7658085970860181
فرجلانن موتر بس يڠدفوڽأي اوله,فرجلانن موتوريس يڠدفوڽأي اوله,0.8242330595976125
اورڠ جوݢ.,اورڠ جوك. ,0.8895216570701341
مشارکة., المشارکة.,0.7027283029190408
"ديوان هارين يڠ بارو"".",و بولن هارين بارو...,0.4644818561586316
دسيڠاڤورا اکن مڽمبوت اولاڠن هاري,دسيڠافورا اکن ممبوت اولاڠن هاري,0.8704569982247587
بتول سڤاي بڠساڽ ايت ترڤندڠ,يڠول سڤاي بڠسڽ ايت ترڤندڠ,0.8007470780395576
دان نجران يأيت جادي برسمڤادن,دان نجران يأيت جادي برسمڤadan,0.8551233912401632
کڤد ڤجابت ايت. دالم تاهون 1914,کڤد فجابت ايت دالم تاهون 1914,0.9498201711541
اي بردوس لام اتو دوس بهارو کران,في يردوس لام اتو دوس بمارو کران,0.854829285894585
دان لاين٢ اهل٢ وايڠ يڠترکنل,دان لاين٢ اهل٢ وايڠ يڠترکنل ,0.935747682452996
ايت دچريکنڽ استريڽ يڠ تله دصحکن,ايت جريكن استريڽ بڠ نله دسحکن,0.7726501263689451
کڽتأن مڽتاکن اکن تربية جنجرڠن کية,کيتأن ميتاکن اکن تربية جنجرڠکية,0.9401456759029156
سيڠافورا سمالم اداله سفرت,فڠتورا سماك ادالة سفرت,0.585025657803295
.کراجان,.کران,0.6183410749426143
کنتون جولي 16,کنتون جولي 16,0.9139096657934633
فڠادوان دري رومبوڠن.,مڠداران دري روسوڠ. ,0.5965843252596439
بورنيو انتوق ممفستيکن حسرة,النوق مڠفستکن حسنة,0.5903570222418183
7. بهاس کيت باݢوس دان لواس,7. بهاس کيت باݢوس دان لواس,0.979793224158333
فوسة لاتيهن بليا دفرتق,فرنسا لايتين بلما دنرڽ,0.7977469602637339
(بچاله جواڤن دقتور اين کڤد اخبار,) بچاله جوافن دقتور اين کفداخبار,0.8410668176278296
باکل٢ حج، سلاتن ملايا تله مپرو اورڠ٢,باکل ٢ حج. سلاتن ملايا تله مبرو اورڠ 2,0.8052912972646475
"""ساي سدڠ مميکرکن چارا٢ يڠ","""ستا سدع ممبرکن جارا؟""",0.544777777319724
ݢاجي بارو,کاجي بارو,0.8187503858398264
کون کريتا خاص,کون گربتا خاص,0.8548388852950208
دافة داکوءي براد دفونچق يڠ,النهاي دکوي براج دننجن بڠ,0.42669695890230125
دسببکن تيڤو سده ترمامه,دسببکن تيڤو سده ترمامه,0.9001156543860277
ملايو، هڠ تواه دان سمنجق,ملايو، هڠ تواه دان سمنجق,0.9609065251039905
سمبوڠڽ.,مڽملايتا,0.2166973911161167
"""ساي مليهت توکيه ساي ممباير 500$ کران","""ساي مليهت توکيه ساي ممباير 500$ کران",0.8779588566912717
140 عرب ستريت,140 عرب ستريت,0.7793659432226364
ݢورو٢ رعية سلوره قدح يڠ,کورا 2 ربع سلورا فندح بخ,0.5782720888244753
کتيݢ٢ موتوربس کفوڽأڽ بڠسا,کتيݢ٢ موتوربس کفويان بڠسا,0.8457634403633555
بتولله کيت سنديري فوڽ -,-بتولله گيت سنديري فون ,0.7714341575347883
سموا يڠددالم طبيعة ايت مڽمڤرناکن,سموا يڠددالم طييعة ايت مبمڤرناکن,0.7462969331129187
فناجيس ممبريتاو اوتوسن ملايو بهوا 4 دري 15 اورڠ اهل,فڠايس مبريتاو اوترسون ملايو بdeo 4 دري 15 اورڠ اهل,0.7142873262210805
ايت.,ايت,0.47921351272269
مڠتاکن شعير اين بوکن اي توانڽ.,مڠتاکن شعير اين بوکن اي توانڽ. ,0.9500064712869606
ايت اداله ساتوڽ٢ هارفن يڠ بسر يڠ دهارفکن٢ دري دولو لاݢي.,ايت اداله ساتون٢ هارفن يڠ بسر يڠ دهارفکن٢ دري دولو لاݢي. ,0.9100621080375695
کواس اي مڠالهکن برهالا يڠ دسمبه,کواس اي مڠالهکن برهالا يڠ دسمه,0.9250983932227994
سلوره فولو فينڠ دن,سلوړه فولو فننع ر,0.6925391159896054
ساعة فساعة (برسيه ايت سڠاروه درڤد,ساعة فساعة (برسيه ايت سڤاروه درڤد,0.9733723379918017
کسوساسن. جاڠن ترسڽوم ڤد موک يڠ,کسوساسن. جاڠن ترسيڤ قد موك يڠ,0.8928561125550162
.يڠ سام دان برسأيمبڠ ددالم سݢل لافغن کماجوان,يڠ سامدان برسأيڠ ددالم سݢل لافڠن کماوان. ,0.8038080874333355
فرمفوان ٢ يڠ سهابيس٢هوده تله دتريما,فرمفوان ٢ يڠ سهابيس٢ هود تله دتربما,0.8727378875205158
چريتا نبي٢,چرینتا نبي٢,0.529284795092535
مريکا منجاديکن اورڠ تاونن کران,مريك منجاديکن اورڠ تاونن کران,0.9249436129764049
دافة اختيار ممواسکن هاتي تنتوتن,دافة اختيار ممواسکن هاتي تنتوڽ,0.8637508876419202
توان حاکم تله ممڠݢيل ايبوباڤ,توان حاکم تله مڠکيل ايبوباف,0.904131035060782
باݢي مناجمکن عقل دان منانم,باݢي مناجمکن عقل دان منانم,0.927280525381497
40 هڠݢ 80 فراتوس درفد,40 فڠت 80 فراتس درفند,0.6872944434929551
مڠلوارکن سوات سيارن يڠ لاين,مڠلوارکن سوات سيارن يڠ لاين,0.9245727171569177
اورڠ٢ يهودي دان نصراني تيدق,اورڠ٢ يهودي دان نصراني تيدق,0.9632808607205243
عبدالحکيم خطاب ݢورو مدرسة,عبدالحکيم خطاب ݢورو مدرسة,0.9321135622824831
دالوکن٢ دڠن سماڠة، کماهوان,للوالدين ٢ منس ساتاک، کمجانون,0.395116947889232
دان اي تيدق همڤاکن ساتو مخلوقڽ,دان اي تيدق همڤاکن ساتو ملاوقڽ,0.9082972042765465
تان سيو سين، منتري,تان سيو سين، منتري,0.7595598694205755
لاݢي فد سديکية ماس دهولو,لاݢي فد صديکية ماس دهولو,0.9306504920843366
جون تاهون دفن اي منلن بلنجا,جون ناهون دفن فينل منلبنها,0.45547650972470677
فيندأن ترسبوة ، يڠ دراساکن اوليهڽ,فيندان ترسبوة، يڠ دراساکن اوليهڽ,0.948216239533038
"رب العالمين"" کتاڽ درڤد اياة اين کية",رب العالمين، کتاڽ درک اياة اين کية  ,0.764232399172146
سمبيلن توان جي. اي. لندن ڤمڠکو,سمبيلن توان جي. اي. لندن ڤدڠکو,0.8030740503314554
يڠ سبتول ڤول لڤس دري,يڠ سبتول قول نقس دري,0.8881707474270969
ستاهون کستاهون سهڠݢ سمڤي,ستاهون کستاهون سهڠݢ سمڤي,0.8678841636128435
مليسيا ايت.,ميسا ايت,0.48090470646297157
تاهو عرب - مندڠر چاکف ݢورو,تاهو عرب - مندڠ چاکف کورو,0.8848916278259437
ڠ اکو اکن مميليه ممبواة استري.,ڠ اکواکن مميله ممبولة انتري.,0.7730618126776859
هي همب٢ الله کامو ليهتله,هي هيبلا الله کاتو ليهتله ,0.7479670456708872
(اوله محمد افندي اير بالوي جوهر),(اوله محمد افندي اير بالوي جوهر),0.9714752757879627
کرسولن محمد سهاج بهکن کرسولن, کرسولن محمد سهاج بهکن کرسولن ,0.8854456977039168
هي جک اکو اکن تنجوقکن کفد,مي جك اکواکن تنجوقکن کفد,0.8521861317826362
يڠدلالوءي جالنراي. دتفي سفنجڠ٢, يڠدلاوي جالنراي. دتفي سفنڠ٢,0.7299085756841863
کڤد اݢام مڠمبڠکن علم دان ممراڠي,کڤد اکام مڠمڠݢن علم دان ممرagini,0.8173581347332415
ابن ابي شيبه درفد ابي هريره,ابن ابي شيهه درفد ابي هريره,0.8111591698099755
فد جالن يڠ ممبناساکن توان کامو تتاڤي,فدهالن يڠ ممبناکن توان کامو تتاڤي,0.8345424281880125
يڠمليا دان هيدوڤ يڠبربهݢيا).,يڠمليا دان هيدوف يڠبربهݢيا). ,0.8716604514981249
سيد علي دڠن,سيد على دمن,0.5499611628715048
کمدين ڤرکتأنڽ اين دسوکوڠڽ,کمدين فرکتأنڽ اين دسوکوڠڽ,0.8828252613358615
الحمبرا دان ملبارا,الحمبرا دان ملبارا,0.8943930614651662
برهمڤيران دڠن تلوق بياس مک کاولن,برهمڤران دڠن تلوق بياس مك کاوان,0.8635951646490456
دافة ممبواة فرهوبڠن دڠن بندر,دڤال معاوية درهونڠ دنڽ درن,0.3572905578452651
توهن) دان بوکنڽ فرچاي اکن,توهن) دان بوکنڽ فرجاي اکن,0.9241889354818081
مک ترچڠڠله حاکم٢ ايت مليهة,تک ترجافله حاکم٢ ايت مليهة,0.7693271487148354
اداله دشورکن سفاي داتورکن,اداله دشورکن سفاي داتورکن,0.9649271622245473
درفد  سمره دان اي تله دکلوارکن,درڤد سمره دان اي تله دکلوارکن ,0.9380557223373821
"""زارينا""","""زارينا""",0.923265482282339
سيرالسالکين دان سباݢيڽ، اد تأ اد يڠ,سيرالسالکين دان سباݢين، اد تأ ادڠ,0.8796160501686914
تتافي کران کممفوانڽ مڠهيدڠکن,تانيتا کران مکمون ان مڠلئنک,0.48760388038043606
متريڽ.,متريڽ.,0.6221310000776978
انو اݢام ددنيا يڠ مڠاتورکن اومتڽ,يانوا کام ددنيا يڠ مڠاتورکن اومتڽ,0.8621191981897889
فرجلاننڽ منجلاجه کسلوره تانه,برجلاند منجلاجه کسلوره تايه,0.6718450828029776
لاݢي برسام دڠن مکانن فاݢي,لاݢي برمام دڠن مکانن فاݢي,0.9112092351250178
دان جزء(ڤڠݢل) يڠکأنم همڤير,دان جزء (ڤڠݢل) يڠکأنم همڤير,0.8958547735392635
جاتوهله نام بڠسا دان اومه,جاتوهله نام بڠسا دان اومه,0.9658430007062018
ممباچ دان ممهمکن سنديري سهاج.,ممباج دان ممهکن سنديري سهاج.,0.8758171797567337
"""ددفن مات مريک""",：“درين مات مرکل,0.4932610511119888
دتڠه٢ کڤلا نݢري دان سݢل چروق,دته٢ کڤلا نڠري دان سݢل چروق,0.879788233602523
